frame,time_s,visibility,x_px,y_px,court_x_m,court_y_m,speed_mps,is_missing,is_interpolated,source,confidence
44,1.468135,1,614.000,349.000,2.674626,0.000000,0.000000,0,0,reference,
45,1.501502,1,614.000,349.000,2.674626,0.000000,0.000000,0,0,reference,
46,1.534868,1,614.000,349.000,2.674626,0.000000,0.000000,0,0,reference,
47,1.568235,1,614.000,349.000,2.674626,0.000000,0.000000,0,0,reference,
48,1.601602,1,614.000,349.000,2.674626,0.000000,0.000000,0,0,reference,
49,1.634968,1,614.000,349.000,2.674626,0.000000,0.000000,0,0,reference,
50,1.668335,1,614.000,349.000,2.674626,0.000000,0.000000,0,0,reference,
51,1.701702,1,614.000,349.000,2.674626,0.000000,0.000000,0,0,reference,
52,1.735068,1,617.000,352.000,2.727084,0.000000,1.572162,0,0,reference,
53,1.768435,1,614.000,350.000,2.677300,0.000000,1.492006,0,0,reference,
54,1.801802,1,615.000,352.000,2.697433,0.000000,0.603365,0,0,reference,
55,1.835169,1,615.000,352.000,2.697433,0.000000,0.000000,0,0,reference,
56,1.868535,1,615.000,352.000,2.697433,0.000000,0.000000,0,0,reference,
57,1.901902,1,615.000,352.000,2.697433,0.000000,0.000000,0,0,reference,
58,1.935269,1,615.000,353.000,2.700024,0.077960,2.337766,0,0,reference,
59,1.968635,1,615.000,353.000,2.700024,0.077960,0.000000,0,0,reference,
60,2.002002,1,611.000,352.000,2.638120,0.000000,2.983458,0,0,reference,
61,2.035369,1,612.000,352.000,2.652950,0.000000,0.444434,0,0,reference,
62,2.068735,1,613.000,347.000,2.654200,0.000000,0.037485,0,0,reference,
63,2.102102,1,611.000,348.000,2.626962,0.000000,0.816341,0,0,reference,
64,2.135469,0,,,,,0.000000,1,0,missing,
65,2.168836,1,618.000,338.000,2.705858,0.000000,1.182265,0,0,reference,
66,2.202202,1,621.000,333.000,2.739173,0.000000,0.998447,0,0,reference,
67,2.235569,1,626.000,327.000,2.802680,0.000000,1.903301,0,0,reference,
68,2.268936,1,626.000,323.000,2.792644,0.000000,0.300789,0,0,reference,
69,2.302302,1,633.000,318.000,2.894014,0.000000,3.038079,0,0,reference,
70,2.335669,1,634.000,317.000,2.908101,0.000000,0.422186,0,0,reference,
71,2.369036,1,643.000,322.000,3.064203,0.000000,4.678359,0,0,reference,
72,2.402402,1,646.000,323.000,3.114140,0.000000,1.496615,0,0,reference,
73,2.435769,1,651.000,327.000,3.199806,0.000000,2.567409,0,0,reference,
74,2.469136,1,653.000,324.000,3.227826,0.000000,0.839761,0,0,reference,
75,2.502503,1,658.000,331.000,3.314845,0.000000,2.607963,0,0,reference,
76,2.535869,1,661.000,334.000,3.364394,0.000000,1.484989,0,0,reference,
77,2.569236,1,666.000,341.000,3.446271,0.000000,2.453858,0,0,reference,
78,2.602603,1,668.000,348.000,3.480157,0.000000,1.015548,0,0,reference,
79,2.635969,1,671.000,355.000,3.527424,0.232256,7.103388,0,0,reference,
80,2.669336,1,676.000,364.000,3.601987,0.906953,20.343795,0,0,reference,
81,2.702703,1,679.000,371.000,3.645088,1.409992,15.131309,0,0,reference,
82,2.736069,1,681.000,383.000,3.672628,2.231397,24.631343,0,0,reference,
83,2.769436,1,684.000,394.000,3.711928,2.942069,21.331360,0,0,reference,
84,2.802803,1,687.000,405.000,3.749175,3.615600,20.216589,0,0,reference,
85,2.836170,0,,,,,0.000000,1,0,missing,
86,2.869536,1,701.000,370.000,3.954763,1.338437,34.262076,0,0,reference,
87,2.902903,1,704.000,341.000,4.024672,0.000000,40.167639,0,0,reference,
88,2.936270,1,710.000,314.000,4.153461,0.000000,3.859787,0,0,reference,
89,2.969636,0,,,,,0.000000,1,0,missing,
90,3.003003,1,719.000,277.000,4.382592,0.000000,3.433539,0,0,reference,
91,3.036370,1,725.000,262.000,4.538502,0.000000,4.672611,0,0,reference,
92,3.069736,0,,,,,0.000000,1,0,missing,
93,3.103103,1,730.000,242.000,4.711418,0.000000,2.591145,0,0,reference,
94,3.136470,0,,,,,0.000000,1,0,missing,
95,3.169837,1,738.000,226.000,4.959415,0.000000,3.716244,0,0,reference,
96,3.203203,1,740.000,221.000,5.032307,0.000000,2.184563,0,0,reference,
97,3.236570,1,743.000,217.000,5.125272,0.000000,2.786161,0,0,reference,
98,3.269937,1,746.000,212.000,5.228253,0.000000,3.086329,0,0,reference,
99,3.303303,1,748.000,209.000,5.296999,0.000000,2.060339,0,0,reference,
100,3.336670,1,749.000,208.000,5.328340,0.000000,0.939290,0,0,reference,
101,3.370037,1,751.000,208.000,5.376469,0.000000,1.442422,0,0,reference,
102,3.403403,1,753.000,207.000,5.432460,0.000000,1.678057,0,0,reference,
103,3.436770,1,757.000,210.000,5.504426,0.000000,2.156796,0,0,reference,
104,3.470137,1,758.000,210.000,5.528263,0.000000,0.714409,0,0,reference,
105,3.503504,1,760.000,213.000,5.550973,0.000000,0.680604,0,0,reference,
106,3.536870,1,762.000,217.000,5.564931,0.000000,0.418318,0,0,reference,
107,3.570237,1,764.000,222.000,5.570402,0.000000,0.163987,0,0,reference,
108,3.603604,1,771.000,225.000,5.703207,0.000000,3.980154,0,0,reference,
109,3.636970,0,,,,,0.000000,1,0,missing,
110,3.670337,0,,,,,0.000000,1,0,missing,
111,3.703704,1,730.000,206.000,4.881547,0.000000,8.208385,0,0,reference,
112,3.737070,1,705.000,188.000,4.326907,0.000000,16.622538,0,0,reference,
113,3.770437,1,686.000,175.000,3.833992,0.000000,14.772662,0,0,reference,
114,3.803804,1,668.000,164.000,3.302790,0.000000,15.920125,0,0,reference,
115,3.837171,1,652.000,157.000,2.786367,0.000000,15.477197,0,0,reference,
116,3.870537,1,636.000,147.000,2.199322,0.000000,17.593754,0,0,reference,
117,3.903904,1,624.000,145.000,1.775084,0.000000,12.714415,0,0,reference,
118,3.937271,1,612.000,141.000,1.310113,0.000000,13.935183,0,0,reference,
119,3.970637,1,602.000,136.000,0.873493,0.000000,13.085500,0,0,reference,
120,4.004004,1,591.000,133.000,0.413356,0.000000,13.790310,0,0,reference,
121,4.037371,1,579.000,137.000,0.067903,0.000000,10.353216,0,0,reference,
122,4.070737,1,571.000,137.000,0.000000,0.000000,2.035054,0,0,reference,
123,4.104104,1,560.000,140.000,0.000000,0.000000,0.000000,0,0,reference,
124,4.137471,1,549.000,141.000,0.000000,0.000000,0.000000,0,0,reference,
125,4.170838,1,540.000,145.000,0.000000,0.000000,0.000000,0,0,reference,
126,4.204204,1,535.000,152.000,0.000000,0.000000,0.000000,0,0,reference,
127,4.237571,1,522.000,157.000,0.000000,0.000000,0.000000,0,0,reference,
128,4.270938,1,516.000,165.000,0.000000,0.000000,0.000000,0,0,reference,
129,4.304304,1,507.000,173.000,0.000000,0.000000,0.000000,0,0,reference,
130,4.337671,1,500.000,181.000,0.000000,0.000000,0.000000,0,0,reference,
131,4.371038,1,491.000,189.000,0.000000,0.000000,0.000000,0,0,reference,
132,4.404404,1,485.000,200.000,0.000000,0.000000,0.000000,0,0,reference,
133,4.437771,1,476.000,213.000,0.000000,0.000000,0.000000,0,0,reference,
134,4.471138,1,469.000,223.000,0.000000,0.000000,0.000000,0,0,reference,
135,4.504505,1,462.000,236.000,0.000000,0.000000,0.000000,0,0,reference,
136,4.537871,1,455.000,250.000,0.000000,0.000000,0.000000,0,0,reference,
137,4.571238,1,450.000,265.000,0.000000,0.000000,0.000000,0,0,reference,
138,4.604605,1,443.000,283.000,0.000000,0.000000,0.000000,0,0,reference,
139,4.637971,1,437.000,296.000,0.000000,0.000000,0.000000,0,0,reference,
140,4.671338,1,431.000,314.000,0.000000,0.000000,0.000000,0,0,reference,
141,4.704705,1,436.000,319.000,0.000000,0.000000,0.000000,0,0,reference,
142,4.738071,1,462.000,308.000,0.000000,0.000000,0.000000,0,0,reference,
143,4.771438,1,472.000,299.000,0.047615,0.000000,1.427015,0,0,reference,
144,4.804805,1,483.000,297.000,0.218031,0.000000,5.107370,0,0,reference,
145,4.838172,1,490.000,296.000,0.330470,0.000000,3.369804,0,0,reference,
146,4.871538,1,497.000,294.000,0.433196,0.000000,3.078691,0,0,reference,
147,4.904905,1,503.000,296.000,0.559651,0.000000,3.789847,0,0,reference,
148,4.938272,1,509.000,296.000,0.665359,0.000000,3.168070,0,0,reference,
149,4.971638,1,513.000,297.000,0.745151,0.000000,2.391392,0,0,reference,
150,5.005005,1,518.000,299.000,0.850851,0.000000,3.167824,0,0,reference,
151,5.038372,1,520.000,302.000,0.911888,0.000000,1.829255,0,0,reference,
152,5.071738,1,523.000,307.000,1.005408,0.000000,2.802821,0,0,reference,
153,5.105105,1,526.000,311.000,1.088219,0.000000,2.481838,0,0,reference,
154,5.138472,1,529.000,314.000,1.161467,0.000000,2.195231,0,0,reference,
155,5.171839,1,538.000,314.000,1.311052,0.000000,4.483072,0,0,reference,
156,5.205205,1,543.000,307.000,1.345079,0.000000,1.019783,0,0,reference,
157,5.238572,1,548.000,303.000,1.402008,0.000000,1.706154,0,0,reference,
158,5.271939,1,549.000,302.000,1.412152,0.000000,0.304038,0,0,reference,
159,5.305305,1,554.000,303.000,1.505073,0.000000,2.784817,0,0,reference,
160,5.338672,1,558.000,306.000,1.593157,0.000000,2.639898,0,0,reference,
161,5.372039,1,560.000,308.000,1.639694,0.000000,1.394701,0,0,reference,
162,5.405405,1,564.000,309.000,1.713284,0.000000,2.205496,0,0,reference,
163,5.438772,1,566.000,313.000,1.770171,0.000000,1.704897,0,0,reference,
164,5.472139,1,569.000,316.000,1.836657,0.000000,1.992591,0,0,reference,
165,5.505506,1,572.000,322.000,1.917497,0.000000,2.422785,0,0,reference,
166,5.538872,1,575.000,331.000,2.009846,0.000000,2.767709,0,0,reference,
167,5.572239,1,578.000,336.000,2.079818,0.000000,2.097049,0,0,reference,
168,5.605606,1,580.000,343.000,2.140982,0.000000,1.833074,0,0,reference,
169,5.638972,1,583.000,353.000,2.226438,0.078031,3.468194,0,0,reference,
170,5.672339,1,584.000,361.000,2.271234,0.687363,18.310947,0,0,reference,
171,5.705706,1,586.000,371.000,2.335213,1.413536,21.847715,0,0,reference,
172,5.739072,1,588.000,382.000,2.399124,2.170117,22.755507,0,0,reference,
173,5.772439,1,589.000,393.000,2.446236,2.886015,21.501860,0,0,reference,
174,5.805806,1,592.000,405.000,2.519590,3.624132,22.230333,0,0,reference,
175,5.839173,1,593.000,417.000,2.563646,4.321459,20.940555,0,0,reference,
176,5.872539,1,593.000,432.000,2.600158,5.140713,24.577412,0,0,reference,
177,5.905906,1,594.000,446.000,2.643917,5.857240,21.514343,0,0,reference,
178,5.939273,0,,,,,0.000000,1,0,missing,
179,5.972639,0,,,,,0.000000,1,0,missing,
180,6.006006,0,,,,,0.000000,1,0,missing,
181,6.039373,0,,,,,0.000000,1,0,missing,
182,6.072739,1,627.000,383.000,2.935754,2.234552,21.784737,0,0,reference,
183,6.106106,1,641.000,342.000,3.066687,0.000000,67.084398,0,0,reference,
184,6.139473,1,650.000,304.000,3.150186,0.000000,2.502455,0,0,reference,
185,6.172840,1,660.000,272.000,3.283227,0.000000,3.987242,0,0,reference,
186,6.206206,1,669.000,244.000,3.431538,0.000000,4.444890,0,0,reference,
187,6.239573,1,676.000,223.000,3.571079,0.000000,4.182042,0,0,reference,
188,6.272940,1,683.000,205.000,3.736155,0.000000,4.947335,0,0,reference,
189,6.306306,1,688.000,190.000,3.873620,0.000000,4.119802,0,0,reference,
190,6.339673,1,695.000,175.000,4.089139,0.000000,6.459109,0,0,reference,
191,6.373040,1,698.000,164.000,4.205655,0.000000,3.491980,0,0,reference,
192,6.406406,1,702.000,152.000,4.373365,0.000000,5.026292,0,0,reference,
193,6.439773,1,707.000,145.000,4.572001,0.000000,5.953117,0,0,reference,
194,6.473140,1,711.000,138.000,4.753391,0.000000,5.436242,0,0,reference,
195,6.506507,1,714.000,132.000,4.906713,0.000000,4.595072,0,0,reference,
196,6.539873,1,718.000,128.000,5.090668,0.000000,5.513130,0,0,reference,
197,6.573240,1,723.000,125.000,5.311603,0.000000,6.621431,0,0,reference,
198,6.606607,1,724.000,121.000,5.398661,0.000000,2.609131,0,0,reference,
199,6.639973,1,729.000,119.000,5.623078,0.000000,6.725758,0,0,reference,
200,6.673340,1,732.000,117.000,5.773340,0.000000,4.503348,0,0,reference,
201,6.706707,1,735.000,120.000,5.845496,0.000000,2.162532,0,0,reference,
202,6.740073,1,738.000,118.000,5.997808,0.000000,4.564778,0,0,reference,
203,6.773440,1,741.000,121.000,6.064507,0.000000,1.998979,0,0,reference,
204,6.806807,1,744.000,123.000,6.100000,0.000000,1.063722,0,0,reference,
205,6.840174,1,747.000,127.000,6.100000,0.000000,0.000000,0,0,reference,
206,6.873540,1,750.000,131.000,6.100000,0.000000,0.000000,0,0,reference,
207,6.906907,1,754.000,137.000,6.100000,0.000000,0.000000,0,0,reference,
208,6.940274,1,756.000,142.000,6.100000,0.000000,0.000000,0,0,reference,
209,6.973640,1,760.000,147.000,6.100000,0.000000,0.000000,0,0,reference,
210,7.007007,1,762.000,155.000,6.100000,0.000000,0.000000,0,0,reference,
211,7.040374,1,764.000,164.000,6.100000,0.000000,0.000000,0,0,reference,
212,7.073740,1,766.000,172.000,6.100000,0.000000,0.000000,0,0,reference,
213,7.107107,1,769.000,181.000,6.100000,0.000000,0.000000,0,0,reference,
214,7.140474,1,771.000,189.000,6.059392,0.000000,1.217035,0,0,reference,
215,7.173841,1,782.000,183.000,6.100000,0.000000,1.217035,0,0,reference,
216,7.207207,1,793.000,172.000,6.100000,0.000000,0.000000,0,0,reference,
217,7.240574,1,800.000,165.000,6.100000,0.000000,0.000000,0,0,reference,
218,7.273941,1,807.000,159.000,6.100000,0.000000,0.000000,0,0,reference,
219,7.307307,1,815.000,154.000,6.100000,0.000000,0.000000,0,0,reference,
220,7.340674,1,820.000,152.000,6.100000,0.000000,0.000000,0,0,reference,
221,7.374041,1,824.000,151.000,6.100000,0.000000,0.000000,0,0,reference,
222,7.407407,1,828.000,148.000,6.100000,0.000000,0.000000,0,0,reference,
223,7.440774,1,835.000,149.000,6.100000,0.000000,0.000000,0,0,reference,
224,7.474141,1,838.000,153.000,6.100000,0.000000,0.000000,0,0,reference,
225,7.507508,1,842.000,153.000,6.100000,0.000000,0.000000,0,0,reference,
226,7.540874,1,845.000,158.000,6.100000,0.000000,0.000000,0,0,reference,
227,7.574241,1,848.000,160.000,6.100000,0.000000,0.000000,0,0,reference,
228,7.607608,1,850.000,167.000,6.100000,0.000000,0.000000,0,0,reference,
229,7.640974,1,853.000,172.000,6.100000,0.000000,0.000000,0,0,reference,
230,7.674341,1,854.000,180.000,6.100000,0.000000,0.000000,0,0,reference,
231,7.707708,1,857.000,187.000,6.100000,0.000000,0.000000,0,0,reference,
232,7.741074,1,859.000,198.000,6.100000,0.000000,0.000000,0,0,reference,
233,7.774441,1,861.000,205.000,6.100000,0.000000,0.000000,0,0,reference,
234,7.807808,1,862.000,218.000,6.100000,0.000000,0.000000,0,0,reference,
235,7.841175,1,864.000,228.000,6.100000,0.000000,0.000000,0,0,reference,
236,7.874541,1,864.000,241.000,6.100000,0.000000,0.000000,0,0,reference,
237,7.907908,1,866.000,256.000,6.100000,0.000000,0.000000,0,0,reference,
238,7.941275,1,866.000,270.000,6.100000,0.000000,0.000000,0,0,reference,
239,7.974641,1,867.000,285.000,6.100000,0.000000,0.000000,0,0,reference,
240,8.008008,1,868.000,302.000,6.100000,0.000000,0.000000,0,0,reference,
241,8.041375,1,868.000,319.000,6.100000,0.000000,0.000000,0,0,reference,
242,8.074741,1,868.000,337.000,6.100000,0.000000,0.000000,0,0,reference,
243,8.108108,1,867.000,355.000,6.100000,0.230983,6.922548,0,0,reference,
244,8.141475,1,868.000,372.000,6.100000,1.472903,37.220354,0,0,reference,
245,8.174842,1,868.000,391.000,6.100000,2.739083,37.947416,0,0,reference,
246,8.208208,1,868.000,407.000,6.064541,3.717751,29.349919,0,0,reference,
247,8.241575,0,,,,,0.000000,1,0,missing,
248,8.274942,0,,,,,0.000000,1,0,missing,
249,8.308308,1,814.000,320.000,5.818161,0.000000,37.221799,0,0,reference,
250,8.341675,1,805.000,299.000,5.807346,0.000000,0.324124,0,0,reference,
251,8.375042,1,796.000,285.000,5.745595,0.000000,1.850679,0,0,reference,
252,8.408408,1,791.000,275.000,5.724308,0.000000,0.637948,0,0,reference,
253,8.441775,1,784.000,266.000,5.656088,0.000000,2.044561,0,0,reference,
254,8.475142,1,783.000,260.000,5.679733,0.000000,0.708631,0,0,reference,
255,8.508509,1,778.000,255.000,5.617380,0.000000,1.868702,0,0,reference,
256,8.541875,1,773.000,252.000,5.538622,0.000000,2.360394,0,0,reference,
257,8.575242,1,771.000,250.000,5.512145,0.000000,0.793512,0,0,reference,
258,8.608609,1,768.000,247.000,5.471672,0.000000,1.212959,0,0,reference,
259,8.641975,1,765.000,249.000,5.397010,0.000000,2.237621,0,0,reference,
260,8.675342,1,762.000,249.000,5.335944,0.000000,1.830166,0,0,reference,
261,8.708709,1,759.000,251.000,5.262813,0.000000,2.191726,0,0,reference,
262,8.742075,0,,,,,0.000000,1,0,missing,
263,8.775442,1,754.000,255.000,5.139642,0.000000,1.845715,0,0,reference,
264,8.808809,0,,,,,0.000000,1,0,missing,
265,8.842176,1,706.000,257.000,4.177683,0.000000,14.414958,0,0,reference,
266,8.875542,1,688.000,258.000,3.819501,0.000000,10.734725,0,0,reference,
267,8.908909,1,669.000,262.000,3.445931,0.000000,11.195901,0,0,reference,
268,8.942276,1,655.000,267.000,3.180571,0.000000,7.952839,0,0,reference,
269,8.975642,1,638.000,271.000,2.864652,0.000000,9.468073,0,0,reference,
270,9.009009,1,623.000,276.000,2.598130,0.000000,7.987670,0,0,reference,
271,9.042376,1,607.000,281.000,2.321906,0.000000,8.278422,0,0,reference,
272,9.075742,1,597.000,286.000,2.163091,0.000000,4.759691,0,0,reference,
273,9.109109,1,584.000,294.000,1.972341,0.000000,5.716775,0,0,reference,
274,9.142476,1,573.000,303.000,1.831177,0.000000,4.230690,0,0,reference,
275,9.175843,1,562.000,312.000,1.697664,0.000000,4.001394,0,0,reference,
276,9.209209,1,550.000,319.000,1.542395,0.000000,4.653418,0,0,reference,
277,9.242576,1,540.000,329.000,1.444836,0.000000,2.923821,0,0,reference,
278,9.275943,1,529.000,340.000,1.343795,0.000000,3.028216,0,0,reference,
279,9.309309,1,520.000,349.000,1.265614,0.000000,2.343080,0,0,reference,
280,9.342676,1,511.000,361.000,1.210801,0.688757,20.707326,0,0,reference,
281,9.376043,1,500.000,373.000,1.131126,1.557901,26.157452,0,0,reference,
282,9.409409,1,494.000,385.000,1.124652,2.375099,24.492192,0,0,reference,
283,9.442776,1,484.000,399.000,1.077873,3.269194,26.832687,0,0,reference,
284,9.476143,1,479.000,412.000,1.092162,4.046891,23.311485,0,0,reference,
285,9.509510,1,470.000,427.000,1.067551,4.887982,25.218292,0,0,reference,
286,9.542876,1,462.000,442.000,1.056541,5.674053,23.560867,0,0,reference,
287,9.576243,1,458.000,456.000,1.087246,6.362284,20.646807,0,0,reference,
288,9.609610,1,451.000,473.000,1.098094,7.145363,23.471128,0,0,reference,
289,9.642976,1,450.000,427.000,0.819443,4.890297,68.098337,0,0,reference,
290,9.676343,1,463.000,387.000,0.714572,2.508540,71.450432,0,0,reference,
291,9.709710,1,464.000,350.000,0.431441,0.000000,75.658283,0,0,reference,
292,9.743076,1,467.000,324.000,0.232712,0.000000,5.955920,0,0,reference,
293,9.776443,0,,,,,0.000000,1,0,missing,
294,9.809810,1,474.000,282.000,0.000000,0.000000,3.487184,0,0,reference,
295,9.843177,1,476.000,268.000,0.000000,0.000000,0.000000,0,0,reference,
296,9.876543,1,477.000,251.000,0.000000,0.000000,0.000000,0,0,reference,
297,9.909910,1,478.000,242.000,0.000000,0.000000,0.000000,0,0,reference,
298,9.943277,1,481.000,231.000,0.000000,0.000000,0.000000,0,0,reference,
299,9.976643,1,482.000,223.000,0.000000,0.000000,0.000000,0,0,reference,
300,10.010010,1,484.000,218.000,0.000000,0.000000,0.000000,0,0,reference,
301,10.043377,1,486.000,210.000,0.000000,0.000000,0.000000,0,0,reference,
302,10.076743,1,487.000,207.000,0.000000,0.000000,0.000000,0,0,reference,
303,10.110110,1,490.000,203.000,0.000000,0.000000,0.000000,0,0,reference,
304,10.143477,1,491.000,200.000,0.000000,0.000000,0.000000,0,0,reference,
305,10.176844,1,493.000,200.000,0.000000,0.000000,0.000000,0,0,reference,
306,10.210210,1,495.000,200.000,0.000000,0.000000,0.000000,0,0,reference,
307,10.243577,1,494.000,201.000,0.000000,0.000000,0.000000,0,0,reference,
308,10.276944,1,494.000,203.000,0.000000,0.000000,0.000000,0,0,reference,
309,10.310310,1,487.000,209.000,0.000000,0.000000,0.000000,0,0,reference,
310,10.343677,1,486.000,214.000,0.000000,0.000000,0.000000,0,0,reference,
311,10.377044,1,482.000,221.000,0.000000,0.000000,0.000000,0,0,reference,
312,10.410410,1,474.000,228.000,0.000000,0.000000,0.000000,0,0,reference,
313,10.443777,1,468.000,237.000,0.000000,0.000000,0.000000,0,0,reference,
314,10.477144,1,464.000,245.000,0.000000,0.000000,0.000000,0,0,reference,
315,10.510511,1,460.000,252.000,0.000000,0.000000,0.000000,0,0,reference,
316,10.543877,1,456.000,263.000,0.000000,0.000000,0.000000,0,0,reference,
317,10.577244,1,453.000,271.000,0.000000,0.000000,0.000000,0,0,reference,
318,10.610611,1,448.000,283.000,0.000000,0.000000,0.000000,0,0,reference,
319,10.643977,1,445.000,292.000,0.000000,0.000000,0.000000,0,0,reference,
320,10.677344,1,441.000,307.000,0.000000,0.000000,0.000000,0,0,reference,
321,10.710711,1,439.000,314.000,0.000000,0.000000,0.000000,0,0,reference,
322,10.744077,1,436.000,332.000,0.000000,0.000000,0.000000,0,0,reference,
323,10.777444,1,431.000,341.000,0.000000,0.000000,0.000000,0,0,reference,
324,10.810811,1,430.000,358.000,0.000000,0.463914,13.903515,0,0,reference,
325,10.844178,1,425.000,371.000,0.051948,1.419713,28.687557,0,0,reference,
326,10.877544,1,424.000,384.000,0.155718,2.313140,26.956021,0,0,reference,
327,10.910911,1,420.000,399.000,0.229566,3.274489,28.896520,0,0,reference,
328,10.944278,1,419.000,415.000,0.344414,4.225758,28.716539,0,0,reference,
329,10.977644,1,419.000,431.000,0.463333,5.108600,26.697752,0,0,reference,
330,11.011011,0,,,,,0.000000,1,0,missing,
331,11.044378,1,413.000,464.000,0.614695,6.743836,24.608753,0,0,reference,
332,11.077744,1,410.000,482.000,0.691801,7.544252,24.099519,0,0,reference,
333,11.111111,1,409.000,500.000,0.784841,8.288395,22.475609,0,0,reference,
334,11.144478,0,,,,,0.000000,1,0,missing,
335,11.177845,1,471.000,364.000,0.651877,0.912087,110.551937,0,0,reference,
336,11.211211,1,495.000,314.000,0.595594,0.000000,27.387233,0,0,reference,
337,11.244578,1,517.000,268.000,0.524813,0.000000,2.121308,0,0,reference,
338,11.277945,0,,,,,0.000000,1,0,missing,
339,11.311311,1,550.000,206.000,0.466008,0.000000,0.881195,0,0,reference,
340,11.344678,1,563.000,181.000,0.423337,0.000000,1.278843,0,0,reference,
341,11.378045,1,578.000,156.000,0.432117,0.000000,0.263122,0,0,reference,
342,11.411411,1,589.000,138.000,0.447308,0.000000,0.455280,0,0,reference,
343,11.444778,1,599.000,122.000,0.472928,0.000000,0.767840,0,0,reference,
344,11.478145,1,608.000,108.000,0.511747,0.000000,1.163407,0,0,reference,
345,11.511512,1,619.000,94.000,0.659645,0.000000,4.432492,0,0,reference,
346,11.544878,1,626.000,84.000,0.743555,0.000000,2.514781,0,0,reference,
347,11.578245,1,632.000,76.000,0.847317,0.000000,3.109740,0,0,reference,
348,11.611612,1,641.000,67.000,1.134909,0.000000,8.619130,0,0,reference,
349,11.644978,1,648.000,61.000,1.433655,0.000000,8.953424,0,0,reference,
350,11.678345,1,654.000,57.000,1.758314,0.000000,9.730039,0,0,reference,
351,11.711712,1,661.000,51.000,2.154870,0.000000,11.884783,0,0,reference,
352,11.745078,1,667.000,48.000,2.590620,0.000000,13.059416,0,0,reference,
