frame,time_s,role,speed_mps,cumulative_distance_m,rally_distance_m,max_speed_so_far_mps
20,0.667334,far,0.280192,0.629117,0.629117,3.354601
21,0.700701,near,1.115377,0.434261,0.434261,2.749134
21,0.700701,far,0.000000,0.629117,0.629117,3.354601
22,0.734067,near,1.115893,0.464941,0.464941,2.749134
22,0.734067,far,0.000000,0.629117,0.629117,3.354601
23,0.767434,near,0.973187,0.497421,0.497421,2.749134
23,0.767434,far,0.000000,0.629117,0.629117,3.354601
24,0.800801,near,0.561342,0.506699,0.506699,2.749134
24,0.800801,far,0.278908,0.684954,0.684954,3.354601
25,0.834168,near,0.515075,0.506699,0.506699,2.749134
25,0.834168,far,0.278908,0.684954,0.684954,3.354601
26,0.867534,near,0.361828,0.506699,0.506699,2.749134
26,0.867534,far,0.278908,0.684954,0.684954,3.354601
27,0.900901,near,0.361828,0.506699,0.506699,2.749134
27,0.900901,far,0.278908,0.684954,0.684954,3.354601
28,0.934268,near,0.208581,0.506699,0.506699,2.749134
28,0.934268,far,0.278908,0.684954,0.684954,3.354601
29,0.967634,near,0.200115,0.537484,0.537484,2.749134
29,0.967634,far,0.278908,0.684954,0.684954,3.354601
30,1.001001,near,0.307542,0.568269,0.568269,2.749134
30,1.001001,far,0.278908,0.740792,0.740792,3.354601
31,1.034368,near,0.307542,0.568269,0.568269,2.749134
31,1.034368,far,0.278908,0.740792,0.740792,3.354601
32,1.067734,near,0.307542,0.568269,0.568269,2.749134
32,1.067734,far,0.278908,0.740792,0.740792,3.354601
33,1.101101,near,0.461313,0.599054,0.599054,2.749134
33,1.101101,far,0.278908,0.740792,0.740792,3.354601
34,1.134468,near,0.615085,0.629839,0.629839,2.749134
34,1.134468,far,0.278908,0.740792,0.740792,3.354601
35,1.167835,near,0.615085,0.660624,0.660624,2.749134
35,1.167835,far,0.278908,0.740792,0.740792,3.354601
36,1.201201,near,0.615085,0.691409,0.691409,2.749134
36,1.201201,far,0.000000,0.740792,0.740792,3.354601
37,1.234568,near,0.768856,0.722194,0.722194,2.749134
37,1.234568,far,0.000000,0.740792,0.740792,3.354601
38,1.267935,near,0.768856,0.722194,0.722194,2.749134
38,1.267935,far,0.000000,0.740792,0.740792,3.354601
39,1.301301,near,0.615085,0.722194,0.722194,2.749134
39,1.301301,far,0.000000,0.740792,0.740792,3.354601
40,1.334668,near,0.461313,0.722194,0.722194,2.749134
40,1.334668,far,0.000000,0.740792,0.740792,3.354601
41,1.368035,near,0.461313,0.752979,0.752979,2.749134
41,1.368035,far,0.000000,0.740792,0.740792,3.354601
42,1.401401,near,0.307542,0.752979,0.752979,2.749134
42,1.401401,far,0.000000,0.740792,0.740792,3.354601
43,1.434768,near,0.153771,0.752979,0.752979,2.749134
43,1.434768,far,0.280192,0.796886,0.796886,3.354601
44,1.468135,near,0.153771,0.752979,0.752979,2.749134
44,1.468135,far,0.560384,0.852981,0.852981,3.354601
45,1.501502,near,0.153771,0.752979,0.752979,2.749134
45,1.501502,far,0.560384,0.852981,0.852981,3.354601
46,1.534868,near,0.153771,0.752979,0.752979,2.749134
46,1.534868,far,0.560384,0.852981,0.852981,3.354601
47,1.568235,near,0.000000,0.752979,0.752979,2.749134
47,1.568235,far,0.560384,0.852981,0.852981,3.354601
48,1.601602,near,0.153771,0.783764,0.783764,2.749134
48,1.601602,far,0.560384,0.852981,0.852981,3.354601
49,1.634968,near,0.153771,0.783764,0.783764,2.749134
49,1.634968,far,0.280192,0.852981,0.852981,3.354601
50,1.668335,near,0.153771,0.783764,0.783764,2.749134
50,1.668335,far,0.280192,0.909075,0.909075,3.354601
51,1.701702,near,0.153771,0.783764,0.783764,2.749134
51,1.701702,far,0.280192,0.909075,0.909075,3.354601
52,1.735068,near,0.153771,0.783764,0.783764,2.749134
52,1.735068,far,0.280192,0.909075,0.909075,3.354601
53,1.768435,near,0.153771,0.783764,0.783764,2.749134
53,1.768435,far,0.280192,0.909075,0.909075,3.354601
54,1.801802,near,0.000000,0.783764,0.783764,2.749134
54,1.801802,far,0.342933,0.921636,0.921636,3.354601
55,1.835169,near,0.153771,0.814549,0.814549,2.749134
55,1.835169,far,1.192583,1.091736,1.091736,5.097897
56,1.868535,near,0.307542,0.845334,0.845334,2.749134
56,1.868535,far,1.202400,1.149796,1.149796,5.097897
57,1.901902,near,0.461313,0.876119,0.876119,2.749134
57,1.901902,far,1.486487,1.206670,1.206670,5.097897
58,1.935269,near,0.461313,0.876119,0.876119,2.749134
58,1.935269,far,2.057840,1.321055,1.321055,5.097897
59,1.968635,near,0.461313,0.876119,0.876119,2.749134
59,1.968635,far,2.348517,1.379249,1.379249,5.097897
60,2.002002,near,0.461313,0.876119,0.876119,2.749134
60,2.002002,far,2.576454,1.437443,1.437443,5.097897
61,2.035369,near,0.307542,0.876119,0.876119,2.749134
61,2.035369,far,1.852574,1.462622,1.462622,5.097897
62,2.068735,near,0.153771,0.876119,0.876119,2.749134
62,2.068735,far,2.124240,1.575069,1.575069,5.097897
63,2.102102,near,0.000000,0.876119,0.876119,2.749134
63,2.102102,far,1.840153,1.575069,1.575069,5.097897
64,2.135469,near,0.154290,0.907008,0.907008,2.749134
64,2.135469,far,1.548993,1.631164,1.631164,5.097897
65,2.168836,near,0.317030,0.939588,0.939588,2.749134
65,2.168836,far,1.258315,1.631164,1.631164,5.097897
66,2.202202,near,0.317030,0.939588,0.939588,2.749134
66,2.202202,far,1.249121,1.687517,1.687517,5.097897
67,2.235569,near,0.624046,1.001053,1.001053,2.749134
67,2.235569,far,1.123351,1.687517,1.687517,5.097897
68,2.268936,near,0.624046,1.001053,1.001053,2.749134
68,2.268936,far,0.844462,1.744131,1.744131,5.097897
69,2.302302,near,0.776777,1.031630,1.031630,2.749134
69,2.302302,far,1.127249,1.800745,1.800745,5.097897
70,2.335669,near,1.082234,1.123671,1.123671,2.758482
70,2.335669,far,0.909946,1.813335,1.813335,5.097897
71,2.369036,near,1.539843,1.247865,1.247865,3.722092
71,2.369036,far,0.972835,1.825925,1.825925,5.097897
72,2.402402,near,2.967221,1.533627,1.533627,8.564271
72,2.402402,far,0.691351,1.825925,1.825925,5.097897
73,2.435769,near,2.829444,1.567508,1.567508,8.564271
73,2.435769,far,0.980040,1.883721,1.883721,5.097897
74,2.469136,near,2.876757,1.576980,1.576980,8.564271
74,2.469136,far,0.987931,1.941915,1.941915,5.097897
75,2.502503,near,2.884827,1.609173,1.609173,8.564271
75,2.502503,far,0.993877,1.999719,1.999719,5.097897
76,2.535869,near,2.594902,1.643171,1.643171,8.564271
76,2.535869,far,1.512433,2.116124,2.116124,5.097897
77,2.569236,near,2.136481,1.675589,1.675589,8.564271
77,2.569236,far,1.761377,2.178553,2.178553,5.097897
78,2.602603,near,1.034659,1.740766,1.740766,8.564271
78,2.602603,far,2.348830,2.296162,2.296162,5.097897
79,2.635969,near,1.028482,1.773410,1.773410,8.564271
79,2.635969,far,2.370855,2.358366,2.358366,5.097897
80,2.669336,near,1.144230,1.806055,1.806055,8.564271
80,2.669336,far,2.080177,2.358366,2.358366,5.097897
81,2.702703,near,1.152248,1.839853,1.839853,8.564271
81,2.702703,far,1.854735,2.371037,2.371037,5.097897
82,2.736069,near,1.316580,1.906751,1.906751,8.564271
82,2.736069,far,1.336578,2.383708,2.383708,5.097897
83,2.769436,near,1.202630,1.916356,1.916356,8.564271
83,2.769436,far,1.887165,2.556364,2.556364,5.174519
84,2.802803,near,0.877074,1.916356,1.916356,8.564271
84,2.802803,far,1.879091,2.672356,2.672356,5.174519
85,2.836170,near,1.062292,1.986081,1.986081,8.564271
85,2.836170,far,1.948140,2.748384,2.748384,5.174519
86,2.869536,near,1.234661,2.053235,2.053235,8.564271
86,2.869536,far,2.137910,2.786376,2.786376,5.174519
87,2.902903,near,1.898740,2.219981,2.219981,8.564271
87,2.902903,far,2.327604,2.837024,2.837024,5.174519
88,2.936270,near,1.896544,2.286439,2.286439,8.564271
88,2.936270,far,2.390789,2.862344,2.862344,5.174519
89,2.969636,near,3.369535,2.590937,2.590937,9.125806
89,2.969636,far,1.591602,2.875003,2.875003,5.174519
90,3.003003,near,3.540897,2.625244,2.625244,9.125806
90,3.003003,far,1.581226,2.988918,2.988918,5.174519
91,3.036370,near,3.364605,2.659676,2.659676,9.125806
91,3.036370,far,1.485305,3.045743,3.045743,5.174519
92,3.069736,near,3.544019,2.762748,2.762748,9.125806
92,3.069736,far,1.358620,3.058372,3.058372,5.174519
93,3.103103,near,3.225966,2.865820,2.865820,9.125806
93,3.103103,far,1.675416,3.172443,3.172443,5.174519
94,3.136470,near,3.271631,2.941421,2.941421,9.125806
94,3.136470,far,1.548943,3.172443,3.172443,5.174519
95,3.169837,near,2.451093,3.081647,3.081647,9.125806
95,3.169837,far,2.363894,3.348255,3.348255,5.269105
96,3.203203,near,2.538862,3.133525,3.133525,9.125806
96,3.203203,far,2.089550,3.407246,3.407246,5.269105
97,3.236570,near,2.633000,3.186803,3.186803,9.125806
97,3.236570,far,2.402924,3.526809,3.526809,5.269105
98,3.269937,near,3.004757,3.364301,3.364301,9.125806
98,3.269937,far,2.645408,3.587984,3.587984,5.269105
99,3.303303,near,3.058538,3.478140,3.478140,9.125806
99,3.303303,far,2.691096,3.711201,3.711201,5.269105
100,3.336670,near,3.195321,3.581124,3.581124,9.125806
100,3.336670,far,2.951239,3.763281,3.763281,5.269105
101,3.370037,near,3.003897,3.683028,3.683028,9.125806
101,3.370037,far,2.463171,3.841383,3.841383,5.269105
102,3.403403,near,3.073817,3.748904,3.748904,9.125806
102,3.403403,far,2.168513,3.841383,3.841383,5.269105
103,3.436770,near,3.620286,3.911585,3.911585,9.125806
103,3.436770,far,1.571297,3.841383,3.841383,5.269105
104,3.470137,near,3.057319,3.976377,3.976377,9.125806
104,3.470137,far,1.875982,3.963556,3.963556,5.269105
105,3.503504,near,2.535975,3.985843,3.985843,9.125806
105,3.503504,far,2.796964,4.271153,4.271153,9.218708
106,3.536870,near,2.189611,4.019485,4.019485,9.125806
106,3.536870,far,2.536821,4.271153,4.271153,9.218708
107,3.570237,near,2.328032,4.149100,4.149100,9.125806
107,3.570237,far,2.561719,4.354239,4.354239,9.218708
108,3.603604,near,2.162063,4.181749,4.181749,9.125806
108,3.603604,far,3.903636,4.622891,4.622891,9.218708
109,3.636970,near,1.520307,4.215951,4.215951,9.125806
109,3.636970,far,3.903636,4.622891,4.622891,9.218708
110,3.670337,near,1.359758,4.248601,4.248601,9.125806
110,3.670337,far,3.430004,4.650243,4.650243,9.218708
111,3.703704,near,1.961408,4.378517,4.378517,9.125806
111,3.703704,far,2.320552,4.735728,4.735728,9.218708
112,3.737070,near,2.435993,4.507171,4.507171,9.125806
112,3.737070,far,2.840955,4.839913,4.839913,9.218708
113,3.770437,near,2.264137,4.602381,4.602381,9.125806
113,3.770437,far,3.159613,4.986795,4.986795,9.218708
114,3.803804,near,2.880566,4.758439,4.758439,9.125806
114,3.803804,far,1.817696,4.986795,4.986795,9.218708
115,3.837171,near,2.864040,4.789332,4.789332,9.125806
115,3.837171,far,2.448649,5.113112,5.113112,9.218708
116,3.870537,near,3.176608,4.884559,4.884559,9.125806
116,3.870537,far,2.729327,5.196655,5.196655,9.218708
117,3.903904,near,2.739523,4.926970,4.926970,9.125806
117,3.903904,far,2.947944,5.325907,5.325907,9.218708
118,3.937271,near,2.303928,4.968418,4.968418,9.125806
118,3.937271,far,2.749574,5.390378,5.390378,9.218708
119,3.970637,near,2.012043,5.005192,5.005192,9.125806
119,3.970637,far,2.646836,5.516692,5.516692,9.218708
120,4.004004,near,1.557343,5.070219,5.070219,9.125806
120,4.004004,far,2.713244,5.529987,5.529987,9.218708
121,4.037371,near,2.046448,5.199032,5.199032,9.125806
121,4.037371,far,2.452519,5.604106,5.604106,9.218708
122,4.070737,near,2.073391,5.299652,5.299652,9.125806
122,4.070737,far,2.377843,5.672699,5.672699,9.218708
123,4.104104,near,2.382812,5.404010,5.404010,9.125806
123,4.104104,far,2.729474,5.872349,5.872349,9.218708
124,4.137471,near,2.749105,5.518789,5.518789,9.125806
124,4.137471,far,3.135369,6.018080,6.018080,9.218708
125,4.170838,near,3.097669,5.625346,5.625346,9.125806
125,4.170838,far,3.625849,6.242587,6.242587,9.218708
126,4.204204,near,3.483287,5.767574,5.767574,9.125806
126,4.204204,far,3.900216,6.310811,6.310811,9.218708
127,4.237571,near,3.285169,5.856723,5.856723,9.125806
127,4.237571,far,3.529988,6.310811,6.310811,9.218708
128,4.270938,near,3.626237,6.025625,6.025625,9.125806
128,4.270938,far,3.952165,6.463924,6.463924,9.218708
129,4.304304,near,3.458744,6.096451,6.096451,9.125806
129,4.304304,far,3.225726,6.518140,6.518140,9.218708
130,4.337671,near,3.754627,6.270466,6.270466,9.125806
130,4.337671,far,2.768663,6.572367,6.572367,9.218708
131,4.371038,near,4.302340,6.486675,6.486675,9.125806
131,4.371038,far,2.053651,6.653729,6.653729,9.218708
132,4.404404,near,4.120175,6.592434,6.592434,9.125806
132,4.404404,far,3.029773,6.917372,6.917372,9.218708
133,4.437771,near,4.297788,6.717141,6.717141,9.125806
133,4.437771,far,3.701579,7.051868,7.051868,9.218708
134,4.471138,near,3.959775,6.818373,6.818373,9.125806
134,4.471138,far,3.631630,7.190977,7.190977,9.218708
135,4.504505,near,3.873201,6.871867,6.871867,9.125806
135,4.504505,far,4.032071,7.325361,7.325361,9.218708
136,4.537871,near,3.351739,6.941485,6.941485,9.125806
136,4.537871,far,4.224963,7.418205,7.418205,9.218708
137,4.571238,near,3.084965,7.104286,7.104286,9.125806
137,4.571238,far,4.486068,7.551840,7.551840,9.218708
138,4.604605,near,2.909745,7.174965,7.174965,9.125806
138,4.604605,far,3.369156,7.591878,7.591878,9.218708
139,4.637971,near,3.532014,7.424251,7.424251,9.125806
139,4.637971,far,3.043652,7.661207,7.661207,9.218708
140,4.671338,near,3.698681,7.558850,7.558850,9.125806
140,4.671338,far,2.549330,7.701353,7.701353,9.218708
141,4.704705,near,4.050158,7.682709,7.682709,9.125806
141,4.704705,far,2.534899,7.832848,7.832848,9.218708
142,4.738071,near,4.810751,7.904599,7.904599,9.125806
142,4.738071,far,2.752337,7.969224,7.969224,9.218708
143,4.771438,near,4.270829,7.959307,7.959307,9.125806
143,4.771438,far,2.464808,8.045295,8.045295,9.218708
144,4.804805,near,3.917785,7.959307,7.959307,9.125806
144,4.804805,far,3.560340,8.304658,8.304658,9.218708
145,4.838172,near,2.672604,7.959307,7.959307,9.125806
145,4.838172,far,3.555669,8.373053,8.373053,9.218708
146,4.871538,near,2.000283,7.959307,7.959307,9.125806
146,4.871538,far,4.630392,8.628358,8.628358,9.218708
147,4.904905,near,1.381607,7.959307,7.959307,9.125806
147,4.904905,far,4.288583,8.691423,8.691423,9.218708
148,4.938272,near,1.106419,8.126104,8.126104,9.125806
148,4.938272,far,3.939664,8.757945,8.757945,9.218708
149,4.971638,near,1.149520,8.189441,8.189441,9.125806
149,4.971638,far,3.559685,8.757945,8.757945,9.218708
150,5.005005,near,1.593925,8.278411,8.278411,9.125806
150,5.005005,far,2.886321,8.882500,8.882500,9.218708
151,5.038372,near,1.891535,8.337993,8.337993,9.125806
151,5.038372,far,2.863926,8.946411,8.946411,9.218708
152,5.071738,near,1.976580,8.355019,8.355019,9.125806
152,5.071738,far,1.901083,9.008956,9.008956,9.218708
153,5.105105,near,2.234338,8.406622,8.406622,9.125806
153,5.105105,far,1.718624,9.035492,9.035492,9.218708
154,5.138472,near,1.529150,8.432240,8.432240,9.125806
154,5.138472,far,2.011665,9.160681,9.160681,9.218708
155,5.171839,near,1.791067,8.548013,8.548013,9.125806
155,5.171839,far,2.077627,9.173887,9.173887,9.218708
156,5.205205,near,1.876873,8.654161,8.654161,9.125806
156,5.205205,far,1.455474,9.173887,9.173887,9.218708
157,5.238572,near,2.105482,8.759511,8.759511,9.125806
157,5.238572,far,1.469589,9.240623,9.240623,9.218708
158,5.271939,near,2.589533,8.873444,8.873444,9.125806
158,5.271939,far,1.475221,9.304295,9.304295,9.218708
159,5.305305,near,3.122871,9.031821,9.031821,9.125806
159,5.305305,far,1.342670,9.304295,9.304295,9.218708
160,5.338672,near,3.259339,9.084760,9.084760,9.125806
160,5.338672,far,0.783331,9.317504,9.317504,9.218708
161,5.372039,near,2.947159,9.138035,9.138035,9.125806
161,5.372039,far,1.032098,9.380513,9.380513,9.218708
162,5.405405,near,3.228017,9.300411,9.300411,9.125806
162,5.405405,far,1.688612,9.511947,9.511947,9.218708
163,5.438772,near,3.685067,9.497262,9.497262,9.125806
163,5.438772,far,1.676614,9.576282,9.576282,9.218708
164,5.472139,near,3.480007,9.570142,9.570142,9.125806
164,5.472139,far,1.671139,9.638858,9.638858,9.218708
165,5.505506,near,3.857487,9.804091,9.804091,9.125806
165,5.505506,far,1.987254,9.702144,9.702144,9.218708
166,5.538872,near,4.806140,10.046951,10.046951,9.125806
166,5.538872,far,2.548989,9.827812,9.827812,9.218708
167,5.572239,near,5.297912,10.198678,10.198678,9.125806
167,5.572239,far,2.549715,9.890966,9.890966,9.218708
168,5.605606,near,4.714797,10.244314,10.244314,9.125806
168,5.605606,far,1.958724,9.904084,9.904084,9.218708
169,5.638972,near,4.047211,10.307514,10.307514,9.125806
169,5.638972,far,1.942496,9.965170,9.965170,9.218708
170,5.672339,near,4.318613,10.434729,10.434729,9.125806
170,5.672339,far,1.935055,10.026256,10.026256,9.218708
171,5.705706,near,3.323595,10.469475,10.469475,9.125806
171,5.705706,far,1.618940,10.026256,10.026256,9.218708
172,5.739072,near,2.345350,10.516490,10.516490,9.125806
172,5.739072,far,1.296353,10.087342,10.087342,9.218708
173,5.772439,near,1.821508,10.563344,10.563344,9.125806
173,5.772439,far,1.046261,10.100428,10.100428,9.218708
174,5.805806,near,1.820800,10.608839,10.608839,9.125806
174,5.805806,far,1.046096,10.113513,10.113513,9.218708
175,5.839173,near,1.947054,10.697315,10.697315,9.125806
175,5.839173,far,1.074725,10.180330,10.180330,9.218708
176,5.872539,near,1.921379,10.819389,10.819389,9.125806
176,5.872539,far,1.030355,10.232533,10.232533,9.218708
177,5.905906,near,1.951182,10.860102,10.860102,9.125806
177,5.905906,far,1.686944,10.363983,10.363983,9.218708
178,5.939273,near,1.952566,10.907394,10.907394,9.125806
178,5.939273,far,1.709189,10.429522,10.429522,9.218708
179,5.972639,near,1.889619,10.941646,10.941646,9.125806
179,5.972639,far,1.971115,10.495045,10.495045,9.218708
180,6.006006,near,2.006227,11.010486,11.010486,9.125806
180,6.006006,far,2.232961,10.560552,10.560552,9.218708
181,6.039373,near,1.889342,11.075561,11.075561,9.125806
181,6.039373,far,2.349080,10.650616,10.650616,9.218708
182,6.072739,near,1.885493,11.196866,11.196866,9.125806
182,6.072739,far,2.535937,10.740229,10.740229,9.218708
183,6.106106,near,2.156286,11.291791,11.291791,9.125806
183,6.106106,far,2.537182,10.871927,10.871927,9.218708
184,6.139473,near,3.004109,11.508818,11.508818,9.125806
184,6.139473,far,2.508748,10.931774,10.931774,9.218708
185,6.172840,near,3.919662,11.726363,11.726363,9.125806
185,6.172840,far,2.478979,10.991337,10.991337,9.218708
186,6.206206,near,3.734996,11.758233,11.758233,9.125806
186,6.206206,far,2.456689,11.052382,11.052382,9.218708
187,6.239573,near,4.338357,11.944101,11.944101,9.125806
187,6.239573,far,2.403960,11.131890,11.131890,9.218708
188,6.272940,near,3.732443,11.944101,11.944101,9.125806
188,6.272940,far,2.316037,11.203900,11.203900,9.218708
189,6.306306,near,4.207843,12.134202,12.134202,9.125806
189,6.306306,far,1.988353,11.269996,11.269996,9.218708
190,6.339673,near,3.441906,12.197888,12.197888,9.125806
190,6.339673,far,1.754523,11.283030,11.283030,9.218708
191,6.373040,near,2.496724,12.226208,12.226208,9.125806
191,6.373040,far,1.766475,11.344986,11.344986,9.218708
192,6.406406,near,2.653474,12.289459,12.289459,9.125806
192,6.406406,far,1.766326,11.406000,11.406000,9.218708
193,6.439773,near,2.196532,12.383847,12.383847,9.125806
193,6.439773,far,1.983126,11.528912,11.528912,9.218708
194,6.473140,near,2.379165,12.420411,12.420411,9.125806
194,6.473140,far,1.937281,11.591744,11.591744,9.218708
195,6.506507,near,1.639803,12.462491,12.462491,9.125806
195,6.506507,far,2.230358,11.716514,11.716514,9.218708
196,6.539873,near,1.644830,12.527183,12.527183,9.125806
196,6.539873,far,2.230522,11.729581,11.729581,9.218708
197,6.573240,near,1.685682,12.563682,12.563682,9.125806
197,6.573240,far,2.051595,11.755716,11.755716,9.218708
198,6.606607,near,1.837891,12.657405,12.657405,9.125806
198,6.606607,far,2.357947,11.878062,11.878062,9.218708
199,6.639973,near,1.844756,12.753168,12.753168,9.125806
199,6.639973,far,1.744004,11.878062,11.878062,9.218708
200,6.673340,near,2.024660,12.825748,12.825748,9.125806
200,6.673340,far,1.748566,11.941807,11.941807,9.218708
201,6.706707,near,2.434558,12.949890,12.949890,9.125806
201,6.706707,far,2.097228,12.136379,12.136379,9.218708
202,6.740073,near,2.289533,12.985548,12.985548,9.125806
202,6.740073,far,2.412087,12.212481,12.212481,9.218708
203,6.773440,near,2.312549,13.026654,13.026654,9.125806
203,6.773440,far,3.283477,12.413069,12.413069,9.218708
204,6.806807,near,2.049017,13.067618,13.067618,9.125806
204,6.806807,far,3.253643,12.529442,12.529442,9.218708
205,6.840174,near,1.774862,13.108496,13.108496,9.125806
205,6.840174,far,3.253643,12.529442,12.529442,9.218708
206,6.873540,near,1.569956,13.140053,13.140053,9.125806
206,6.873540,far,3.597419,12.662011,12.662011,9.218708
207,6.906907,near,1.554778,13.261157,13.261157,9.125806
207,6.906907,far,2.625530,12.662011,12.662011,9.218708
208,6.940274,near,1.833800,13.352675,13.352675,9.125806
208,6.940274,far,3.269272,12.866990,12.866990,9.218708
209,6.973640,near,2.004293,13.427914,13.427914,9.125806
209,6.973640,far,2.267336,12.866990,12.866990,9.218708
210,7.007007,near,1.955972,13.459204,13.459204,9.125806
210,7.007007,far,2.582366,13.046432,13.046432,9.218708
211,7.040374,near,2.197980,13.548532,13.548532,9.125806
211,7.040374,far,3.409714,13.212067,13.212067,9.218708
212,7.073740,near,2.195198,13.579533,13.579533,9.125806
212,7.073740,far,3.180489,13.298745,13.298745,9.218708
213,7.107107,near,2.188221,13.699239,13.699239,9.125806
213,7.107107,far,4.034739,13.469767,13.469767,9.218708
214,7.140474,near,1.888488,13.730751,13.730751,9.125806
214,7.140474,far,4.211036,13.710040,13.710040,9.218708
215,7.173841,near,1.512669,13.730751,13.730751,9.125806
215,7.173841,far,4.820614,13.832078,13.832078,9.218708
216,7.207207,near,1.448342,13.749163,13.749163,9.125806
216,7.207207,far,5.427008,14.132920,14.132920,9.218708
217,7.240574,near,1.048138,13.758369,13.758369,9.125806
217,7.240574,far,4.599660,14.132920,14.132920,9.218708
218,7.273941,near,0.939277,13.767576,13.767576,9.125806
218,7.273941,far,4.990169,14.297778,14.297778,9.218708
219,7.307307,near,0.645913,13.828551,13.828551,9.125806
219,7.307307,far,5.174694,14.505741,14.505741,9.218708
220,7.340674,near,0.791056,13.889120,13.889120,9.125806
220,7.340674,far,4.641555,14.639280,14.639280,9.218708
221,7.374041,near,1.090055,13.948980,13.948980,9.125806
221,7.374041,far,5.038409,14.840768,14.840768,9.218708
222,7.407407,near,1.302551,14.009934,14.009934,9.125806
222,7.407407,far,3.904400,14.914582,14.914582,9.218708
223,7.440774,near,1.573333,14.073351,14.073351,9.125806
223,7.440774,far,4.607141,15.055270,15.055270,9.218708
224,7.474141,near,1.832476,14.134438,14.134438,9.125806
224,7.474141,far,4.471995,15.193073,15.193073,9.218708
225,7.507508,near,1.707198,14.170333,14.170333,9.125806
225,7.507508,far,4.112796,15.329124,15.329124,9.218708
226,7.540874,near,2.014945,14.292513,14.292513,9.125806
226,7.540874,far,3.810134,15.402070,15.402070,9.218708
227,7.574241,near,2.071594,14.363714,14.363714,9.125806
227,7.574241,far,3.152260,15.471851,15.471851,9.218708
228,7.607608,near,2.242871,14.458957,14.458957,9.125806
228,7.607608,far,2.852789,15.485710,15.485710,9.218708
229,7.640974,near,2.336951,14.541209,14.541209,9.125806
229,7.640974,far,2.503418,15.556455,15.556455,9.218708
230,7.674341,near,2.512735,14.637488,14.637488,9.125806
230,7.674341,far,2.590368,15.711665,15.711665,9.218708
231,7.707708,near,2.775053,14.725899,14.725899,9.125806
231,7.707708,far,2.116987,15.752945,15.752945,9.218708
232,7.741074,near,2.439263,14.780854,14.780854,9.125806
232,7.741074,far,2.116176,15.825729,15.825729,9.218708
233,7.774441,near,2.740466,14.912355,14.912355,9.125806
233,7.774441,far,2.171123,15.906510,15.906510,9.218708
234,7.807808,near,2.673023,14.994097,14.994097,9.125806
234,7.807808,far,2.795700,16.045410,16.045410,9.218708
235,7.841175,near,3.489645,15.239836,15.239836,9.125806
235,7.841175,far,3.457025,16.248552,16.248552,9.218708
236,7.874541,near,3.236330,15.285402,15.285402,9.125806
236,7.874541,far,3.346602,16.381655,16.381655,9.218708
237,7.907908,near,3.697968,15.466233,15.466233,9.125806
237,7.907908,far,3.497755,16.453197,16.453197,9.218708
238,7.941275,near,3.603682,15.502312,15.502312,9.125806
238,7.941275,far,3.134201,16.453197,16.453197,9.218708
239,7.974641,near,3.307185,15.574455,15.574455,9.125806
