Frame,Visibility,X,Y
234,1,550,212
235,1,540,216
236,1,531,219
237,1,522,225
238,1,515,232
239,1,505,241
240,1,497,248
241,1,488,259
242,1,480,269
243,1,472,281
244,1,465,293
245,1,457,307
246,1,451,323
247,1,443,336
248,1,436,351
249,1,430,367
250,1,422,385
251,1,418,404
252,1,461,343
253,1,501,289
254,1,532,250
255,1,556,219
256,1,577,193
257,1,592,174
258,1,606,157
259,1,617,144
260,1,629,132
261,1,638,125
262,1,648,117
263,1,654,111
264,1,663,105
265,1,670,103
266,1,677,102
267,1,681,100
268,1,687,99
269,1,692,101
270,1,697,102
271,1,703,104
272,1,708,107
273,1,714,111
274,1,716,115
275,1,723,119
276,1,727,126
277,1,730,133
278,1,735,139
279,1,738,146
280,1,741,155
281,1,746,166
282,1,748,172
283,1,753,184
284,1,755,193
285,1,758,204
286,1,760,214
287,1,763,226
288,1,765,234
289,1,722,263
290,1,682,286
291,1,646,306
292,1,617,324
293,1,591,341
294,1,569,355
295,1,545,372
296,1,526,386
297,1,508,400
298,1,491,415
299,1,476,430
300,1,459,445
301,1,446,459
302,1,431,475
303,1,419,492
304,1,406,507
305,1,396,522
306,0,0,0
307,1,385,513
308,1,394,480
309,1,404,459
310,1,413,438
311,1,415,419
312,1,420,404
313,1,423,391
314,1,428,379
315,1,432,371
316,1,435,362
317,1,438,357
318,1,440,351
319,1,443,347
320,1,447,344
321,1,447,342
322,1,450,340
323,1,453,341
324,1,455,341
325,1,457,343
326,1,461,344
327,1,462,348
328,1,466,353
329,1,465,357
330,1,469,362
331,1,473,370
332,1,474,377
333,1,477,384
334,1,478,392
335,1,479,401
336,1,480,408
337,1,504,402
338,1,517,379
339,1,536,360
340,1,551,344
341,1,564,329
342,1,577,319
343,1,592,310
344,1,601,300
345,1,612,294
346,1,623,288
347,1,632,284
348,1,640,280
349,1,650,277
350,1,657,277
351,1,667,278
352,1,675,278
353,1,682,280
354,1,690,283
355,1,695,287
356,1,703,294
357,1,709,299
358,1,714,306
359,1,722,316
360,1,727,324
361,1,732,333
362,1,737,346
363,1,741,356
364,1,746,371
365,1,750,383
366,1,753,398
367,1,757,413
368,1,761,428
369,1,764,446
370,1,767,462
371,1,770,481
372,1,770,465
373,1,764,437
374,1,760,413
375,1,757,392
376,1,754,378
377,1,751,365
378,1,749,354
379,1,746,346
380,1,744,339
381,1,743,334
382,1,740,330
383,1,741,328
384,1,739,327
385,1,738,326
386,1,737,326
387,1,735,329
388,1,735,330
389,1,735,334
390,1,734,338
391,1,734,342
392,1,734,346
393,1,734,352
394,1,734,360
395,1,733,367
396,1,734,375
397,1,733,383
398,1,734,392
399,1,734,403
400,1,734,412
401,0,0,0
402,0,0,0
403,0,0,0
404,1,664,392
405,1,649,389
406,1,632,385
407,1,619,383
408,1,604,381
409,1,591,380
410,1,579,381
411,1,565,383
412,1,554,386
413,1,542,390
414,1,530,396
415,1,515,402
416,1,508,407
417,1,500,410
418,1,497,415
419,1,493,417
420,1,492,421
421,1,488,426
422,1,485,431
423,1,481,439
424,1,480,439
425,1,477,446
426,1,471,455
427,1,472,463
428,1,472,473
429,0,0,0
430,0,0,0
431,0,0,0
432,0,0,0
433,0,0,0
434,0,0,0
435,1,467,522
436,1,466,521
437,1,466,521
438,1,467,522
439,1,468,523
440,1,469,524
441,1,470,527
442,1,471,529
443,1,469,528
444,1,469,528
445,1,469,528
446,1,469,528
447,1,469,528
448,1,470,527
449,1,470,527
450,1,470,527
451,1,470,527
452,1,470,527
453,1,470,527
454,1,470,527
455,1,470,527
456,1,470,527
457,1,470,527
458,1,470,527
459,1,470,527
