Frame,Visibility,X,Y
365,1,840,322
366,1,841,318
367,1,843,312
368,1,843,306
369,1,845,302
370,1,845,301
371,1,845,300
372,1,848,299
373,1,848,297
374,1,848,299
375,1,849,305
376,1,853,306
377,1,854,313
378,1,853,312
379,1,856,320
380,1,857,325
381,1,859,332
382,1,859,338
383,1,862,349
384,1,861,354
385,1,863,363
386,1,864,372
387,1,866,387
388,1,868,394
389,1,866,403
390,1,868,402
391,1,866,395
392,1,868,390
393,1,865,384
394,1,864,380
395,1,863,382
396,1,864,380
397,1,865,380
398,1,865,379
399,1,866,380
400,1,867,379
401,1,866,380
402,1,866,386
403,1,864,385
404,1,864,393
405,1,863,397
406,1,864,401
407,1,862,399
408,1,861,399
409,1,861,397
410,1,860,400
411,1,860,399
412,1,859,398
413,1,860,398
414,1,856,396
415,1,857,396
416,1,856,394
417,1,855,395
418,1,856,394
419,1,855,400
420,1,855,401
421,1,857,402
422,1,858,401
423,1,857,401
424,1,858,400
425,1,859,401
426,1,858,400
427,1,859,399
428,1,861,401
429,0,0,0
430,0,0,0
431,1,860,402
432,1,860,400
433,1,861,399
434,1,862,401
435,1,861,401
436,1,861,401
437,1,859,400
438,1,860,401
439,1,863,400
440,0,0,0
441,0,0,0
442,1,859,400
443,1,857,402
444,1,857,402
445,1,857,402
446,1,857,402
447,1,857,402
448,1,857,402
449,1,857,402
450,1,857,402
451,1,858,402
452,1,858,402
453,1,858,402
454,1,858,402
455,1,858,402
456,1,858,402
457,1,858,402
458,1,858,402
459,1,858,402
460,1,858,402
461,1,858,402
462,1,859,402
463,1,860,404
464,1,860,404
465,1,860,404
466,1,860,404
467,1,860,404
468,1,860,404
469,1,860,404
