Frame,Visibility,X,Y
232,1,859,198
233,1,861,205
234,1,862,218
235,1,864,228
236,1,864,241
237,1,866,256
238,1,866,270
239,1,867,285
240,1,868,302
241,1,868,319
242,1,868,337
243,1,867,355
244,1,868,372
245,1,868,391
246,1,868,407
247,0,0,0
248,0,0,0
249,1,814,320
250,1,805,299
251,1,796,285
252,1,791,275
253,1,784,266
254,1,783,260
255,1,778,255
256,1,773,252
257,1,771,250
258,1,768,247
259,1,765,249
260,1,762,249
261,1,759,251
262,0,0,0
263,1,754,255
264,0,0,0
265,1,706,257
266,1,688,258
267,1,669,262
268,1,655,267
269,1,638,271
270,1,623,276
271,1,607,281
272,1,597,286
273,1,584,294
274,1,573,303
275,1,562,312
276,1,550,319
277,1,540,329
278,1,529,340
279,1,520,349
280,1,511,361
281,1,500,373
282,1,494,385
283,1,484,399
284,1,479,412
285,1,470,427
286,1,462,442
287,1,458,456
288,1,451,473
289,1,450,427
290,1,463,387
291,1,464,350
292,1,467,324
293,0,0,0
294,1,474,282
295,1,476,268
296,1,477,251
297,1,478,242
298,1,481,231
299,1,482,223
300,1,484,218
301,1,486,210
302,1,487,207
303,1,490,203
304,1,491,200
305,1,493,200
306,1,495,200
307,1,494,201
308,1,494,203
309,1,487,209
310,1,486,214
311,1,482,221
312,1,474,228
313,1,468,237
314,1,464,245
315,1,460,252
316,1,456,263
317,1,453,271
318,1,448,283
319,1,445,292
320,1,441,307
321,1,439,314
322,1,436,332
323,1,431,341
324,1,430,358
325,1,425,371
326,1,424,384
327,1,420,399
328,1,419,415
329,1,419,431
330,0,0,0
331,1,413,464
332,1,410,482
333,1,409,500
334,0,0,0
335,1,471,364
336,1,495,314
337,1,517,268
338,0,0,0
339,1,550,206
340,1,563,181
341,1,578,156
342,1,589,138
343,1,599,122
344,1,608,108
345,1,619,94
346,1,626,84
347,1,632,76
348,1,641,67
349,1,648,61
350,1,654,57
351,1,661,51
352,1,667,48
353,1,672,47
354,1,679,46
355,1,685,46
356,1,688,45
357,1,695,49
358,1,699,49
359,1,704,52
360,1,709,57
361,1,714,62
362,1,720,69
363,1,726,74
364,1,729,81
365,1,734,87
366,1,738,97
367,1,742,103
368,1,747,114
369,1,751,125
370,1,755,134
371,1,758,144
372,1,762,155
373,1,764,167
374,1,768,178
375,1,771,190
376,1,774,202
377,1,777,215
378,1,780,223
379,1,782,227
380,1,784,235
381,1,788,240
382,1,790,248
383,1,790,254
384,1,791,264
385,1,794,269
386,1,795,278
387,1,795,287
388,1,797,296
389,1,796,306
390,1,798,318
391,1,799,330
392,1,798,338
393,1,800,353
394,1,799,366
395,1,801,378
396,1,802,391
397,1,802,407
398,1,802,422
399,1,802,438
400,1,803,452
401,1,766,384
402,0,0,0
403,1,720,314
404,1,697,278
405,1,683,254
406,1,665,233
407,1,654,219
408,1,642,205
409,1,633,191
410,1,624,183
411,1,616,174
412,1,608,167
413,1,601,163
414,1,595,158
415,1,590,155
416,1,583,153
417,1,576,151
418,1,571,151
419,1,566,151
420,1,562,153
421,1,558,155
422,1,554,157
423,1,551,160
424,1,548,164
425,1,545,169
426,1,541,176
427,1,538,182
428,1,536,188
429,1,533,196
430,1,530,205
431,1,547,191
432,1,573,158
433,1,594,136
434,1,610,118
435,1,628,104
436,1,643,91
437,1,655,79
438,1,667,69
439,1,680,63
440,1,689,54
441,1,700,54
442,1,709,50
443,1,718,46
444,1,726,45
445,1,733,45
446,1,740,49
447,1,749,50
448,1,756,54
449,1,764,59
450,1,769,65
451,1,775,71
452,1,781,80
453,1,787,87
454,1,792,95
455,1,798,108
456,1,802,119
457,1,807,133
458,1,813,146
459,1,815,161
460,1,816,171
461,1,820,188
462,1,824,205
463,1,827,221
464,1,830,239
465,1,832,256
466,1,835,276
467,1,836,295
468,1,839,314
469,1,795,326
470,1,736,325
471,1,698,329
472,1,663,330
473,1,636,335
474,1,616,331
475,1,598,335
476,1,583,339
477,1,569,339
478,1,560,346
479,1,551,352
480,0,0,0
481,0,0,0
482,1,528,369
483,1,521,377
484,1,514,384
485,1,508,391
486,1,505,399
487,1,498,407
488,1,495,411
489,1,490,422
490,1,490,413
491,1,489,410
492,1,487,406
493,1,486,401
494,1,484,397
495,1,482,395
496,1,481,394
497,1,477,395
498,1,477,393
499,1,477,393
500,1,474,396
501,1,473,403
502,1,471,404
503,1,470,410
504,1,467,416
505,1,469,416
506,1,469,415
507,1,472,411
508,1,472,411
509,1,472,411
510,1,472,411
511,1,472,411
512,1,474,417
513,1,475,416
514,1,475,418
515,1,476,419
516,1,478,418
517,1,478,420
518,1,480,420
519,1,479,420
520,1,479,421
521,1,477,420
522,1,479,420
523,1,479,420
524,1,479,420
525,1,479,420
526,1,479,420
