Frame,Visibility,X,Y
272,1,820,177
273,1,819,154
274,1,815,133
275,1,816,118
276,1,816,103
277,1,815,89
278,1,813,74
279,1,813,65
280,1,811,55
281,1,810,46
282,1,809,44
283,1,810,37
284,1,807,33
285,1,805,31
286,1,803,30
287,1,803,29
288,1,801,31
289,1,800,34
290,1,799,35
291,1,797,39
292,1,794,45
293,1,791,54
294,1,789,58
295,1,788,71
296,1,784,78
297,1,782,96
298,1,780,104
299,1,778,122
300,1,776,132
301,1,773,150
302,1,769,165
303,1,768,183
304,1,766,202
305,1,764,220
306,1,761,242
307,1,759,258
308,1,756,279
309,1,708,290
310,1,666,289
311,1,636,286
312,1,610,288
313,1,586,289
314,0,0,0
315,0,0,0
316,1,539,299
317,1,525,304
318,0,0,0
319,1,507,312
320,1,499,318
321,1,489,323
322,1,485,334
323,1,477,336
324,1,470,346
325,1,465,354
326,0,0,0
327,0,0,0
328,0,0,0
329,0,0,0
330,1,445,399
331,1,441,409
332,1,437,419
333,1,435,430
334,1,431,428
335,1,433,426
336,1,428,418
337,1,429,413
338,1,428,409
339,1,427,406
340,1,428,406
341,1,428,400
342,1,424,400
343,1,424,398
344,1,424,400
345,1,422,405
346,1,422,410
347,1,420,414
348,1,421,417
349,1,420,423
350,1,418,430
351,0,0,0
352,0,0,0
353,1,419,432
354,1,417,430
355,1,414,429
356,1,414,430
357,1,410,430
358,1,408,432
359,1,405,436
360,1,403,437
361,1,402,436
362,1,401,437
363,1,401,437
364,1,401,437
365,1,401,436
366,1,401,436
367,1,401,436
368,1,400,437
369,1,400,435
370,1,401,439
371,1,401,435
