Frame,Visibility,X,Y
186,1,489,254
187,1,479,254
188,1,469,256
189,1,465,262
190,1,460,262
191,1,450,267
192,1,449,274
193,1,440,275
194,1,436,286
195,1,435,291
196,1,431,295
197,1,427,301
198,1,422,311
199,1,420,321
200,1,413,329
201,1,412,342
202,1,408,349
203,1,404,365
204,1,399,381
205,1,398,394
206,1,395,410
207,0,0,0
208,1,426,362
209,1,448,344
210,1,461,328
211,1,468,320
212,1,482,309
213,1,493,308
214,1,503,303
215,1,504,298
216,1,509,299
217,1,518,299
218,1,526,300
219,1,529,303
220,1,534,303
221,1,537,305
222,1,543,309
223,1,544,313
224,1,547,321
225,1,552,328
226,1,562,326
227,1,562,326
228,0,0,0
229,1,578,310
230,1,580,308
231,1,580,308
232,1,581,310
233,1,588,313
234,1,590,316
235,1,591,318
236,1,591,326
237,1,593,332
238,1,595,333
239,1,598,343
240,1,601,353
241,1,599,360
242,1,604,369
243,1,603,378
244,1,606,392
245,1,607,403
246,1,603,416
247,1,608,431
248,1,609,443
249,1,610,458
250,1,610,475
251,1,618,469
252,1,636,402
253,0,0,0
254,1,660,319
255,1,667,286
256,1,675,263
257,1,682,242
258,1,687,218
259,1,692,203
260,1,699,192
261,1,704,178
262,1,708,167
263,1,711,163
264,1,715,156
265,1,717,147
266,1,721,144
267,1,725,140
268,1,729,137
269,1,732,135
270,1,734,134
271,1,736,137
272,1,741,139
273,1,746,139
274,1,747,143
275,1,749,145
276,1,751,151
277,1,755,153
278,1,758,163
279,1,757,169
280,1,762,180
281,1,767,217
282,1,771,265
283,1,766,292
284,1,769,320
285,1,771,347
286,1,771,373
287,1,771,394
288,1,770,416
289,1,771,433
290,1,770,456
291,1,770,479
292,1,773,502
293,1,771,496
294,1,766,450
295,1,759,425
296,1,757,397
297,1,752,371
298,1,751,367
299,1,745,353
300,1,747,345
301,1,745,332
302,1,739,323
303,1,742,318
304,1,740,315
305,1,736,308
306,1,735,307
307,1,732,307
308,1,734,306
309,1,733,306
310,1,731,305
311,1,730,312
312,1,731,311
313,1,727,314
314,1,728,325
315,1,729,329
316,1,727,332
317,1,727,341
318,1,726,354
319,1,725,329
320,0,0,0
321,1,684,323
322,1,674,319
323,1,662,311
324,1,653,302
325,1,650,304
326,1,633,297
327,1,629,298
328,1,624,299
329,1,616,299
330,1,604,300
331,1,601,299
332,1,593,307
333,1,584,312
334,1,580,314
335,1,572,323
336,1,565,330
337,1,560,337
338,1,555,344
339,1,551,353
340,1,542,364
341,1,537,374
342,1,533,389
343,1,530,399
344,1,523,415
345,1,518,428
346,1,509,407
347,1,508,354
348,1,505,312
349,1,504,276
350,1,501,241
351,1,500,216
352,1,494,192
353,1,492,170
354,1,493,155
355,1,491,139
356,1,491,127
357,1,488,115
358,1,488,108
359,1,485,97
360,1,485,92
361,1,485,88
362,1,483,86
363,1,482,76
364,1,483,77
365,1,483,76
366,1,481,75
367,1,480,75
368,1,480,75
369,1,479,79
370,1,483,83
371,1,481,87
372,1,481,94
373,1,482,95
374,1,480,102
375,1,483,107
376,1,482,115
377,1,483,126
378,1,482,131
379,1,486,139
380,1,486,154
381,1,485,162
382,1,486,171
383,1,487,186
384,1,487,192
385,1,487,206
386,1,487,220
387,1,499,230
388,1,534,234
389,1,560,246
390,1,582,254
391,1,601,262
392,1,618,268
393,1,633,277
394,1,652,282
395,1,664,289
396,1,675,301
397,1,693,308
398,1,700,319
399,1,712,331
400,1,719,339
401,1,729,355
402,1,741,366
403,1,745,376
404,1,757,391
405,1,765,402
406,1,772,415
407,1,776,428
408,1,783,440
409,1,793,459
410,1,799,479
411,1,804,493
412,0,0,0
413,1,733,365
414,1,712,333
415,1,693,302
416,1,677,270
417,1,666,249
418,1,654,234
419,1,641,217
420,1,627,198
421,1,620,186
422,1,615,183
423,1,605,171
424,1,600,163
425,1,594,160
426,1,588,157
427,1,584,153
428,1,579,148
429,1,572,149
430,1,568,149
431,1,564,145
432,1,558,149
433,1,556,153
434,1,554,154
435,1,550,156
436,1,545,161
437,1,546,169
438,1,542,171
439,1,540,180
440,1,528,200
441,1,501,237
442,1,479,271
443,1,458,296
444,1,443,325
445,1,429,344
446,1,415,363
447,1,405,384
448,1,392,401
449,1,386,424
450,1,375,440
451,1,369,459
452,1,357,477
453,1,349,502
454,1,343,518
455,1,335,541
456,1,327,557
457,1,322,574
458,1,317,597
459,1,312,616
460,1,303,630
461,1,310,619
462,1,306,613
463,1,311,612
464,1,308,612
465,1,312,607
466,1,311,606
467,1,316,613
468,1,316,617
469,1,315,616
470,1,316,623
471,1,317,630
472,1,320,634
473,1,323,643
474,1,321,649
475,1,324,648
476,1,327,638
477,1,330,637
478,1,331,638
479,1,336,643
480,1,334,645
481,1,336,642
482,1,336,640
483,1,334,644
484,1,336,644
485,1,337,645
486,1,338,642
487,1,336,644
488,1,337,644
489,1,339,641
490,1,340,642
491,1,339,646
492,1,342,646
493,1,338,643
494,1,342,645
495,1,341,644
496,1,343,643
497,1,342,644
498,1,344,644
499,1,344,645
500,1,341,645
501,1,345,646
502,1,342,643
503,1,344,646
504,1,344,646
505,1,343,644
506,1,346,644
507,1,343,644
508,1,345,646
509,1,346,643
510,1,341,646
511,1,344,647
512,1,343,646
513,1,343,647
514,1,346,648
515,1,344,645
516,1,345,645
517,1,343,648
518,1,343,646
519,1,344,645
520,1,344,645
521,1,344,646
522,1,344,646
523,1,344,646
524,1,344,645
525,1,344,648
526,1,344,644
527,1,345,646
528,1,346,645
529,1,346,646
530,1,344,646
