Frame,Visibility,X,Y
296,0,0,0
297,1,827,267
298,1,832,243
299,1,835,223
300,1,837,207
301,1,842,192
302,1,847,175
303,1,849,162
304,1,852,151
305,1,854,143
306,1,855,137
307,1,857,130
308,1,861,124
309,1,863,120
310,1,864,116
311,1,866,115
312,1,867,114
313,1,870,113
314,1,872,116
315,1,872,120
316,1,873,123
317,1,874,127
318,1,876,138
319,1,876,144
320,1,876,152
321,1,876,164
322,1,877,175
323,1,878,188
324,1,877,202
325,1,877,216
326,1,877,231
327,1,876,246
328,1,876,265
329,1,875,284
330,1,875,299
331,1,876,318
332,1,875,340
333,1,873,363
334,1,873,378
335,1,870,402
336,0,0,0
337,1,845,374
338,1,823,358
339,1,814,341
340,1,804,330
341,1,797,319
342,1,788,315
343,1,784,308
344,1,779,307
345,1,775,306
346,1,771,305
347,1,767,306
348,1,763,308
349,1,760,309
350,1,757,311
351,0,0,0
352,1,754,322
353,1,753,325
354,1,750,331
355,1,749,336
356,1,749,345
357,1,745,349
358,1,717,338
359,0,0,0
360,1,696,324
361,1,681,316
362,1,667,314
363,1,651,311
364,1,638,308
365,1,627,308
366,1,617,308
367,1,605,309
368,1,594,312
369,1,583,312
370,0,0,0
371,1,559,323
372,1,551,330
373,1,540,337
374,1,529,344
375,1,521,352
376,1,511,363
377,1,503,370
378,1,495,381
379,1,485,392
380,1,476,405
381,1,470,416
382,1,462,429
383,1,456,423
384,1,455,399
385,1,455,385
386,1,449,370
387,0,0,0
388,1,450,346
389,1,451,336
390,1,449,325
391,1,450,320
392,1,448,316
393,1,449,307
394,0,0,0
395,1,450,301
396,1,452,299
397,1,453,301
398,1,450,299
399,1,451,300
400,1,453,302
401,1,454,309
402,1,456,312
403,1,456,316
404,1,457,324
405,1,457,330
406,1,457,336
407,1,458,348
408,1,475,331
409,1,485,307
410,1,504,281
411,1,517,270
412,1,532,254
413,1,543,239
414,0,0,0
415,1,565,216
416,1,578,208
417,1,587,198
418,1,595,193
419,1,606,188
420,1,615,187
421,1,621,183
422,1,630,184
423,1,639,183
424,1,644,185
425,1,653,187
426,1,660,192
427,1,667,197
428,1,672,201
429,1,679,210
430,1,685,218
431,1,691,226
432,0,0,0
433,1,701,248
434,1,708,260
435,1,711,275
436,1,715,289
437,0,0,0
438,1,724,319
439,1,729,337
440,1,732,353
441,1,735,372
442,1,739,392
443,1,739,409
444,1,740,331
445,1,743,277
446,0,0,0
447,1,743,211
448,1,743,190
449,1,743,170
450,1,744,158
451,1,742,147
452,1,743,138
453,1,744,130
454,1,743,126
455,1,745,120
456,1,744,117
457,1,744,116
458,1,745,114
459,1,745,114
460,1,745,115
461,1,745,117
462,1,746,120
463,1,746,123
464,1,746,126
465,1,748,131
466,1,746,135
467,1,747,141
468,1,750,147
469,1,748,155
470,1,749,161
471,1,750,170
472,1,751,178
473,1,752,186
474,1,753,197
475,1,753,206
476,1,754,217
477,1,753,224
478,1,755,237
479,0,0,0
480,0,0,0
481,0,0,0
482,0,0,0
483,0,0,0
484,0,0,0
485,0,0,0
486,0,0,0
487,0,0,0
488,0,0,0
489,0,0,0
490,0,0,0
491,0,0,0
492,0,0,0
493,0,0,0
494,0,0,0
495,0,0,0
496,1,760,335
497,1,758,335
498,1,757,334
499,1,758,333
500,1,757,337
501,1,757,338
502,0,0,0
503,0,0,0
504,1,755,351
505,1,756,355
506,1,756,363
507,1,752,362
508,1,752,360
509,1,748,357
510,1,750,356
511,1,750,357
512,1,749,357
513,1,747,359
514,1,748,360
515,1,747,361
516,1,747,362
517,1,745,362
518,1,745,362
519,1,745,362
520,1,743,360
521,1,743,362
522,1,741,363
523,1,740,364
524,1,740,363
525,1,740,363
526,1,740,363
527,1,740,363
528,1,740,363
529,1,740,363
530,1,738,364
