frame,time_s,role,speed_mps,cumulative_distance_m,rally_distance_m,max_speed_so_far_mps
20,0.666667,far,0.000000,0.000000,0.000000,0.000000
21,0.700000,near,1.143857,0.491000,0.491000,2.422023
21,0.700000,far,0.000000,0.000000,0.000000,0.000000
22,0.733333,near,1.145184,0.500767,0.500767,2.422023
22,0.733333,far,0.000000,0.000000,0.000000,0.000000
23,0.766667,near,1.159610,0.542467,0.542467,2.422023
23,0.766667,far,0.000000,0.000000,0.000000,0.000000
24,0.800000,near,1.171097,0.584638,0.584638,2.422023
24,0.800000,far,0.000000,0.000000,0.000000,0.000000
25,0.833333,near,0.969530,0.584638,0.584638,2.422023
25,0.833333,far,0.000000,0.000000,0.000000,0.000000
26,0.866667,near,0.988227,0.669112,0.669112,2.534209
26,0.866667,far,0.000000,0.000000,0.000000,0.000000
27,0.900000,near,1.102576,0.711515,0.711515,2.534209
27,0.900000,far,0.000000,0.000000,0.000000,0.000000
28,0.933333,near,1.103410,0.721449,0.721449,2.534209
28,0.933333,far,0.000000,0.000000,0.000000,0.000000
29,0.966667,near,1.316728,0.805813,0.805813,2.534209
29,0.966667,far,0.000000,0.000000,0.000000,0.000000
30,1.000000,near,1.105872,0.805813,0.805813,2.534209
30,1.000000,far,0.000000,0.000000,0.000000,0.000000
31,1.033333,near,1.105872,0.805813,0.805813,2.534209
31,1.033333,far,0.000000,0.000000,0.000000,0.000000
32,1.066667,near,0.896130,0.848338,0.848338,2.534209
32,1.066667,far,0.000000,0.000000,0.000000,0.000000
33,1.100000,near,0.894383,0.890392,0.890392,2.534209
33,1.100000,far,0.000000,0.000000,0.000000,0.000000
34,1.133333,near,1.439394,1.009328,1.009328,3.568068
34,1.133333,far,0.000000,0.000000,0.000000,0.000000
35,1.166667,near,1.211499,1.048112,1.048112,3.568068
35,1.166667,far,0.000000,0.000000,0.000000,0.000000
36,1.200000,near,1.259013,1.057615,1.057615,3.568068
36,1.200000,far,0.000000,0.000000,0.000000,0.000000
37,1.233333,near,1.469462,1.099705,1.099705,3.568068
37,1.233333,far,0.000000,0.000000,0.000000,0.000000
38,1.266667,near,1.256837,1.099705,1.099705,3.568068
38,1.266667,far,0.000000,0.000000,0.000000,0.000000
39,1.300000,near,1.609860,1.212364,1.212364,3.568068
39,1.300000,far,0.000000,0.000000,0.000000,0.000000
40,1.333333,near,1.202754,1.249878,1.249878,3.568068
40,1.333333,far,0.000000,0.000000,0.000000,0.000000
41,1.366667,near,1.383509,1.324814,1.324814,3.568068
41,1.366667,far,0.000000,0.000000,0.000000,0.000000
42,1.400000,near,1.531711,1.363957,1.363957,3.568068
42,1.400000,far,0.000000,0.000000,0.000000,0.000000
43,1.433333,near,1.415262,1.382757,1.382757,3.568068
43,1.433333,far,0.000000,0.000000,0.000000,0.000000
44,1.466667,near,1.556259,1.410957,1.410957,3.568068
44,1.466667,far,0.000000,0.000000,0.000000,0.000000
45,1.500000,near,1.221191,1.456602,1.456602,3.568068
45,1.500000,far,0.000000,0.000000,0.000000,0.000000
46,1.533333,near,1.173854,1.484649,1.484649,3.568068
46,1.533333,far,0.000000,0.000000,0.000000,0.000000
47,1.566667,near,0.986149,1.522044,1.522044,3.568068
47,1.566667,far,0.000000,0.000000,0.000000,0.000000
48,1.600000,near,1.044382,1.572834,1.572834,3.568068
48,1.600000,far,0.000000,0.000000,0.000000,0.000000
49,1.633333,near,1.348086,1.652375,1.652375,3.568068
49,1.633333,far,0.000000,0.000000,0.000000,0.000000
50,1.666667,near,1.345095,1.679976,1.679976,3.568068
50,1.666667,far,0.000000,0.000000,0.000000,0.000000
51,1.700000,near,1.208871,1.698376,1.698376,3.568068
51,1.700000,far,0.000000,0.000000,0.000000,0.000000
52,1.733333,near,1.280015,1.740652,1.740652,3.568068
52,1.733333,far,0.000000,0.000000,0.000000,0.000000
53,1.766667,near,1.289975,1.780039,1.780039,3.568068
53,1.766667,far,0.000000,0.000000,0.000000,0.000000
54,1.800000,near,1.128024,1.798439,1.798439,3.568068
54,1.800000,far,0.000000,0.000000,0.000000,0.000000
55,1.833333,near,0.922700,1.836915,1.836915,3.568068
55,1.833333,far,0.000000,0.000000,0.000000,0.000000
56,1.866667,near,0.979113,1.875798,1.875798,3.568068
56,1.866667,far,0.000000,0.000000,0.000000,0.000000
57,1.900000,near,1.103510,1.919078,1.919078,3.568068
57,1.900000,far,0.000000,0.000000,0.000000,0.000000
58,1.933333,near,1.032324,1.947117,1.947117,3.568068
58,1.933333,far,0.000000,0.000000,0.000000,0.000000
59,1.966667,near,1.056574,1.991354,1.991354,3.568068
59,1.966667,far,0.000000,0.000000,0.000000,0.000000
60,2.000000,near,1.278716,2.054182,2.054182,3.568068
60,2.000000,far,0.000000,0.000000,0.000000,0.000000
61,2.033333,near,1.403973,2.117709,2.117709,3.568068
61,2.033333,far,0.000000,0.000000,0.000000,0.000000
62,2.066667,near,1.828272,2.241453,2.241453,3.712304
62,2.066667,far,1.139204,0.227841,0.227841,6.835222
63,2.100000,near,2.155215,2.350121,2.350121,3.712304
63,2.100000,far,1.139204,0.227841,0.227841,6.835222
64,2.133333,near,2.771926,2.501502,2.501502,4.541431
64,2.133333,far,2.220600,0.444120,0.444120,6.835222
65,2.166667,near,2.550741,2.501502,2.501502,4.541431
65,2.166667,far,2.220600,0.444120,0.444120,6.835222
66,2.200000,near,2.952953,2.644772,2.644772,4.541431
66,2.200000,far,3.274733,0.654947,0.654947,6.835222
67,2.233333,near,3.684669,2.854643,2.854643,6.296120
67,2.233333,far,4.328865,0.865773,0.865773,6.835222
68,2.266667,near,3.065952,2.854643,2.854643,6.296120
68,2.266667,far,4.243793,1.076599,1.076599,6.835222
69,2.300000,near,2.902512,2.930623,2.930623,6.296120
69,2.300000,far,4.243793,1.076599,1.076599,6.835222
70,2.333333,near,2.851419,3.071786,3.071786,6.296120
70,2.333333,far,4.194561,1.283032,1.283032,6.835222
71,2.366667,near,3.022540,3.106010,3.106010,6.296120
71,2.366667,far,4.303598,1.304840,1.304840,6.835222
72,2.400000,near,2.478143,3.140401,3.140401,6.296120
72,2.400000,far,3.358502,1.326647,1.326647,6.835222
73,2.433333,near,2.291485,3.312940,3.312940,6.296120
73,2.433333,far,2.413406,1.348454,1.348454,6.835222
74,2.466667,near,3.026624,3.459968,3.459968,6.296120
74,2.466667,far,2.387160,1.554031,1.554031,6.835222
75,2.500000,near,2.833418,3.497307,3.497307,6.296120
75,2.500000,far,2.387160,1.554031,1.554031,6.835222
76,2.533333,near,2.879287,3.647643,3.647643,6.296120
76,2.533333,far,1.354996,1.554031,1.554031,6.835222
77,2.566667,near,4.098604,3.925731,3.925731,8.342635
77,2.566667,far,2.300092,1.764858,1.764858,6.835222
78,2.600000,near,4.343633,4.009128,4.009128,8.342635
78,2.600000,far,2.191055,1.764858,1.764858,6.835222
79,2.633333,near,3.580169,4.028974,4.028974,8.342635
79,2.633333,far,2.082019,1.764858,1.764858,6.835222
80,2.666667,near,2.993881,4.058744,4.058744,8.342635
80,2.666667,far,2.108265,1.975684,1.975684,6.835222
81,2.700000,near,3.005659,4.098439,4.098439,8.342635
81,2.700000,far,2.108265,1.975684,1.975684,6.835222
82,2.733333,near,2.592701,4.166183,4.166183,8.342635
82,2.733333,far,2.108265,1.975684,1.975684,6.835222
83,2.766667,near,1.401888,4.206109,4.206109,8.342635
83,2.766667,far,2.082019,2.181262,2.181262,6.835222
84,2.800000,near,1.184540,4.246036,4.246036,8.342635
84,2.800000,far,2.082019,2.181262,2.181262,6.835222
85,2.833333,near,1.358348,4.300644,4.300644,8.342635
85,2.833333,far,2.082019,2.181262,2.181262,6.835222
86,2.866667,near,1.485698,4.355884,4.355884,8.342635
86,2.866667,far,1.027887,2.181262,2.181262,6.835222
87,2.900000,near,1.566640,4.411767,4.411767,8.342635
87,2.900000,far,2.055774,2.386839,2.386839,6.835222
88,2.933333,near,1.684137,4.503011,4.503011,8.342635
88,2.933333,far,2.055774,2.386839,2.386839,6.835222
89,2.966667,near,1.772972,4.560703,4.560703,8.342635
89,2.966667,far,1.027887,2.386839,2.386839,6.835222
90,3.000000,near,2.037968,4.653629,4.653629,8.342635
90,3.000000,far,1.027887,2.386839,2.386839,6.835222
91,3.033333,near,2.031977,4.707039,4.707039,8.342635
91,3.033333,far,2.055774,2.592416,2.592416,6.835222
92,3.066667,near,2.466173,4.849118,4.849118,8.342635
92,3.066667,far,3.083660,2.797994,2.797994,6.835222
93,3.100000,near,2.292635,4.870294,4.870294,8.342635
93,3.100000,far,2.055774,2.797994,2.797994,6.835222
94,3.133333,near,2.090083,4.921027,4.921027,8.342635
94,3.133333,far,3.109906,3.008820,3.008820,6.835222
95,3.166667,near,2.105664,4.981836,4.981836,8.342635
95,3.166667,far,3.109906,3.008820,3.008820,6.835222
96,3.200000,near,1.912556,5.036140,5.036140,8.342635
96,3.200000,far,4.191302,3.225100,3.225100,6.835222
97,3.233333,near,1.698133,5.046666,5.046666,8.342635
97,3.233333,far,3.276681,3.247753,3.247753,6.835222
98,3.266667,near,1.227518,5.094622,5.094622,8.342635
98,3.266667,far,3.358533,3.469700,3.469700,6.835222
99,3.300000,near,1.619253,5.194144,5.194144,8.342635
99,3.300000,far,4.505330,3.699060,3.699060,6.880780
100,3.333333,near,1.472777,5.215583,5.215583,8.342635
100,3.333333,far,4.621063,3.933033,3.933033,7.019194
101,3.366667,near,1.665713,5.314978,5.314978,8.342635
101,3.366667,far,5.830607,4.174942,4.174942,7.257259
102,3.400000,near,1.905779,5.417296,5.417296,8.342635
102,3.400000,far,4.749210,4.174942,4.174942,7.257259
103,3.433333,near,2.121166,5.470899,5.470899,8.342635
103,3.433333,far,4.635945,4.174942,4.174942,7.257259
104,3.466667,near,1.881385,5.470899,5.470899,8.342635
104,3.466667,far,3.526206,4.174942,4.174942,7.257259
105,3.500000,near,1.438373,5.481819,5.481819,8.342635
105,3.500000,far,2.379409,4.174942,4.174942,7.257259
106,3.533333,near,1.385782,5.492739,5.492739,8.342635
106,3.533333,far,1.328978,4.198828,4.198828,7.257259
107,3.566667,near,1.142972,5.543573,5.543573,8.342635
107,3.566667,far,0.119435,4.198828,4.198828,7.257259
108,3.600000,near,0.631382,5.543573,5.543573,8.342635
108,3.600000,far,0.119435,4.198828,4.198828,7.257259
109,3.633333,near,0.615280,5.593955,5.593955,8.342635
109,3.633333,far,0.119435,4.198828,4.198828,7.257259
110,3.666667,near,0.615280,5.593955,5.593955,8.342635
110,3.666667,far,0.119435,4.198828,4.198828,7.257259
111,3.700000,near,0.614606,5.604740,5.604740,8.342635
111,3.700000,far,0.119435,4.198828,4.198828,7.257259
112,3.733333,near,0.807973,5.654334,5.654334,8.342635
112,3.733333,far,0.000000,4.198828,4.198828,7.257259
113,3.766667,near,0.799686,5.703510,5.703510,8.342635
113,3.766667,far,0.000000,4.198828,4.198828,7.257259
114,3.800000,near,1.045566,5.752686,5.752686,8.342635
114,3.800000,far,0.000000,4.198828,4.198828,7.257259
115,3.833333,near,1.042562,5.802467,5.802467,8.342635
115,3.833333,far,0.000000,4.198828,4.198828,7.257259
116,3.866667,near,1.290496,5.852054,5.852054,8.342635
116,3.866667,far,0.000000,4.198828,4.198828,7.257259
117,3.900000,near,1.236569,5.852054,5.852054,8.342635
117,3.900000,far,0.000000,4.198828,4.198828,7.257259
118,3.933333,near,1.233526,5.901039,5.901039,8.342635
118,3.933333,far,0.000000,4.198828,4.198828,7.257259
119,3.966667,near,1.243029,5.952116,5.952116,8.342635
119,3.966667,far,0.000000,4.198828,4.198828,7.257259
120,4.000000,near,1.104342,5.973554,5.973554,8.342635
120,4.000000,far,0.000000,4.198828,4.198828,7.257259
121,4.033333,near,1.100442,6.022556,6.022556,8.342635
121,4.033333,far,0.000000,4.198828,4.198828,7.257259
122,4.066667,near,1.107429,6.073540,6.073540,8.342635
122,4.066667,far,0.000000,4.198828,4.198828,7.257259
123,4.100000,near,1.359281,6.123910,6.123910,8.342635
123,4.100000,far,0.000000,4.198828,4.198828,7.257259
124,4.133333,near,1.582046,6.217448,6.217448,8.342635
124,4.133333,far,0.000000,4.198828,4.198828,7.257259
125,4.166667,near,1.786830,6.309482,6.309482,8.342635
125,4.166667,far,0.000000,4.198828,4.198828,7.257259
126,4.200000,near,1.917437,6.357042,6.357042,8.342635
126,4.200000,far,0.000000,4.198828,4.198828,7.257259
127,4.233333,near,1.825699,6.387695,6.387695,8.342635
127,4.233333,far,0.000000,4.198828,4.198828,7.257259
128,4.266667,near,2.228910,6.519322,6.519322,8.342635
128,4.266667,far,0.000000,4.198828,4.198828,7.257259
129,4.300000,near,2.616900,6.647290,6.647290,8.342635
129,4.300000,far,0.000000,4.198828,4.198828,7.257259
130,4.333333,near,3.357422,6.888932,6.888932,8.342635
130,4.333333,far,0.000000,4.198828,4.198828,7.257259
131,4.366667,near,3.092400,6.927962,6.927962,8.342635
131,4.366667,far,0.000000,4.198828,4.198828,7.257259
132,4.400000,near,3.238608,7.004763,7.004763,8.342635
132,4.400000,far,0.000000,4.198828,4.198828,7.257259
133,4.433333,near,3.285754,7.044846,7.044846,8.342635
133,4.433333,far,0.000000,4.198828,4.198828,7.257259
134,4.466667,near,2.674345,7.054191,7.054191,8.342635
134,4.466667,far,0.000000,4.198828,4.198828,7.257259
135,4.500000,near,2.437401,7.134770,7.134770,8.342635
135,4.500000,far,0.000000,4.198828,4.198828,7.257259
136,4.533333,near,1.608992,7.210731,7.210731,8.342635
136,4.533333,far,0.000000,4.198828,4.198828,7.257259
137,4.566667,near,1.507288,7.229419,7.229419,8.342635
137,4.566667,far,0.000000,4.198828,4.198828,7.257259
138,4.600000,near,1.341380,7.273039,7.273039,8.342635
138,4.600000,far,0.000000,4.198828,4.198828,7.257259
139,4.633333,near,1.280377,7.300922,7.300922,8.342635
139,4.633333,far,0.000000,4.198828,4.198828,7.257259
140,4.666667,near,1.476452,7.349481,7.349481,8.342635
140,4.666667,far,0.000000,4.198828,4.198828,7.257259
141,4.700000,near,1.313790,7.397528,7.397528,8.342635
141,4.700000,far,0.000000,4.198828,4.198828,7.257259
142,4.733333,near,1.071920,7.425115,7.425115,8.342635
142,4.733333,far,0.000000,4.198828,4.198828,7.257259
143,4.766667,near,1.116408,7.452701,7.452701,8.342635
143,4.766667,far,0.000000,4.198828,4.198828,7.257259
144,4.800000,near,1.088655,7.490770,7.490770,8.342635
144,4.800000,far,0.000000,4.198828,4.198828,7.257259
145,4.833333,near,1.142094,7.529340,7.529340,8.342635
145,4.833333,far,0.000000,4.198828,4.198828,7.257259
146,4.866667,near,0.899295,7.529340,7.529340,8.342635
146,4.866667,far,0.000000,4.198828,4.198828,7.257259
147,4.900000,near,0.851910,7.567910,7.567910,8.342635
147,4.900000,far,0.000000,4.198828,4.198828,7.257259
148,4.933333,near,0.713978,7.567910,7.567910,8.342635
148,4.933333,far,0.000000,4.198828,4.198828,7.257259
149,4.966667,near,0.770921,7.606885,7.606885,8.342635
149,4.966667,far,0.000000,4.198828,4.198828,7.257259
150,5.000000,near,0.761041,7.642978,7.642978,8.342635
150,5.000000,far,0.000000,4.198828,4.198828,7.257259
151,5.033333,near,0.763248,7.681990,7.681990,8.342635
151,5.033333,far,0.000000,4.198828,4.198828,7.257259
152,5.066667,near,0.763248,7.681990,7.681990,8.342635
152,5.066667,far,0.000000,4.198828,4.198828,7.257259
153,5.100000,near,0.767513,7.721413,7.721413,8.342635
153,5.100000,far,0.000000,4.198828,4.198828,7.257259
154,5.133333,near,0.859943,7.739899,7.739899,8.342635
154,5.133333,far,0.000000,4.198828,4.198828,7.257259
155,5.166667,near,0.711285,7.749142,7.749142,8.342635
155,5.166667,far,0.000000,4.198828,4.198828,7.257259
156,5.200000,near,0.577031,7.758385,7.758385,8.342635
156,5.200000,far,0.000000,4.198828,4.198828,7.257259
157,5.233333,near,0.428188,7.767628,7.767628,8.342635
157,5.233333,far,0.000000,4.198828,4.198828,7.257259
158,5.266667,near,0.614540,7.804898,7.804898,8.342635
158,5.266667,far,0.000000,4.198828,4.198828,7.257259
159,5.300000,near,0.603777,7.842168,7.842168,8.342635
159,5.300000,far,0.000000,4.198828,4.198828,7.257259
160,5.333333,near,0.511347,7.842168,7.842168,8.342635
160,5.333333,far,0.000000,4.198828,4.198828,7.257259
161,5.366667,near,0.465133,7.842168,7.842168,8.342635
161,5.366667,far,0.000000,4.198828,4.198828,7.257259
162,5.400000,near,0.418919,7.842168,7.842168,8.342635
162,5.400000,far,0.000000,4.198828,4.198828,7.257259
163,5.433333,near,0.559057,7.879439,7.879439,8.342635
163,5.433333,far,0.000000,4.198828,4.198828,7.257259
164,5.466667,near,0.372705,7.879439,7.879439,8.342635
164,5.466667,far,0.000000,4.198828,4.198828,7.257259
165,5.500000,near,0.232812,7.888731,7.888731,8.342635
165,5.500000,far,0.000000,4.198828,4.198828,7.257259
166,5.533333,near,0.232812,7.888731,7.888731,8.342635
166,5.533333,far,0.000000,4.198828,4.198828,7.257259
167,5.566667,near,0.606275,7.963423,7.963423,8.342635
167,5.566667,far,0.000000,4.198828,4.198828,7.257259
168,5.600000,near,0.796555,8.001479,8.001479,8.342635
168,5.600000,far,0.000000,4.198828,4.198828,7.257259
169,5.633333,near,0.656911,8.010821,8.010821,8.342635
169,5.633333,far,0.000000,4.198828,4.198828,7.257259
170,5.666667,near,0.703618,8.020163,8.020163,8.342635
170,5.666667,far,0.000000,4.198828,4.198828,7.257259
171,5.700000,near,0.860548,8.060840,8.060840,8.342635
171,5.700000,far,0.000000,4.198828,4.198828,7.257259
172,5.733333,near,1.050784,8.098887,8.098887,8.342635
172,5.733333,far,0.000000,4.198828,4.198828,7.257259
173,5.766667,near,0.903225,8.144068,8.144068,8.342635
173,5.766667,far,0.000000,4.198828,4.198828,7.257259
174,5.800000,near,0.759902,8.153460,8.153460,8.342635
174,5.800000,far,0.000000,4.198828,4.198828,7.257259
175,5.833333,near,0.941672,8.199155,8.199155,8.342635
175,5.833333,far,0.000000,4.198828,4.198828,7.257259
176,5.866667,near,1.334514,8.287065,8.287065,8.342635
176,5.866667,far,0.000000,4.198828,4.198828,7.257259
177,5.900000,near,1.178847,8.296610,8.296610,8.342635
177,5.900000,far,0.000000,4.198828,4.198828,7.257259
178,5.933333,near,1.254417,8.349771,8.349771,8.342635
178,5.933333,far,0.000000,4.198828,4.198828,7.257259
179,5.966667,near,1.241694,8.392407,8.392407,8.342635
179,5.966667,far,0.000000,4.198828,4.198828,7.257259
180,6.000000,near,1.460894,8.445639,8.445639,8.342635
180,6.000000,far,0.000000,4.198828,4.198828,7.257259
181,6.033333,near,1.869019,8.572959,8.572959,8.342635
181,6.033333,far,0.000000,4.198828,4.198828,7.257259
182,6.066667,near,2.301645,8.747394,8.747394,8.342635
182,6.066667,far,0.000000,4.198828,4.198828,7.257259
183,6.100000,near,2.484279,8.793466,8.793466,8.342635
183,6.100000,far,0.000000,4.198828,4.198828,7.257259
184,6.133333,near,2.218474,8.793466,8.793466,8.342635
184,6.133333,far,0.000000,4.198828,4.198828,7.257259
185,6.166667,near,2.220903,8.836588,8.836588,8.342635
185,6.166667,far,0.000000,4.198828,4.198828,7.257259
186,6.200000,near,2.616590,8.968956,8.968956,8.342635
186,6.200000,far,0.000000,4.198828,4.198828,7.257259
187,6.233333,near,2.665264,9.106012,9.106012,8.342635
187,6.233333,far,0.000000,4.198828,4.198828,7.257259
188,6.266667,near,2.503070,9.248008,9.248008,8.342635
188,6.266667,far,0.000000,4.198828,4.198828,7.257259
189,6.300000,near,3.260142,9.445494,9.445494,8.342635
189,6.300000,far,0.000000,4.198828,4.198828,7.257259
190,6.333333,near,4.061324,9.605730,9.605730,8.342635
190,6.333333,far,0.000000,4.198828,4.198828,7.257259
191,6.366667,near,4.356909,9.707970,9.707970,8.342635
191,6.366667,far,0.000000,4.198828,4.198828,7.257259
192,6.400000,near,3.949755,9.758908,9.758908,8.342635
192,6.400000,far,0.000000,4.198828,4.198828,7.257259
193,6.433333,near,4.237770,9.953566,9.953566,8.342635
193,6.433333,far,0.000000,4.198828,4.198828,7.257259
194,6.466667,near,4.225780,10.093164,10.093164,8.342635
194,6.466667,far,0.000000,4.198828,4.198828,7.257259
195,6.500000,near,3.472613,10.140016,10.140016,8.342635
195,6.500000,far,0.000000,4.198828,4.198828,7.257259
196,6.533333,near,2.775347,10.160800,10.160800,8.342635
196,6.533333,far,0.000000,4.198828,4.198828,7.257259
197,6.566667,near,2.316109,10.171191,10.171191,8.342635
197,6.566667,far,0.000000,4.198828,4.198828,7.257259
198,6.600000,near,2.113376,10.181583,10.181583,8.342635
198,6.600000,far,0.000000,4.198828,4.198828,7.257259
199,6.633333,near,1.140083,10.181583,10.181583,8.342635
199,6.633333,far,0.000000,4.198828,4.198828,7.257259
200,6.666667,near,0.442092,10.181583,10.181583,8.342635
200,6.666667,far,0.000000,4.198828,4.198828,7.257259
201,6.700000,near,0.207831,10.181583,10.181583,8.342635
201,6.700000,far,0.000000,4.198828,4.198828,7.257259
202,6.733333,near,0.341211,10.229042,10.229042,8.342635
202,6.733333,far,0.000000,4.198828,4.198828,7.257259
203,6.766667,near,0.772459,10.325683,10.325683,8.342635
203,6.766667,far,0.000000,4.198828,4.198828,7.257259
204,6.800000,near,0.982579,10.378098,10.378098,8.342635
204,6.800000,far,0.000000,4.198828,4.198828,7.257259
205,6.833333,near,1.997545,10.581092,10.581092,8.342635
205,6.833333,far,0.000000,4.198828,4.198828,7.257259
206,6.866667,near,2.524246,10.686432,10.686432,8.342635
206,6.866667,far,0.000000,4.198828,4.198828,7.257259
207,6.900000,near,2.792616,10.740106,10.740106,8.342635
207,6.900000,far,0.000000,4.198828,4.198828,7.257259
208,6.933333,near,2.843802,10.797802,10.797802,8.342635
208,6.933333,far,0.000000,4.198828,4.198828,7.257259
209,6.966667,near,2.635962,10.852876,10.852876,8.342635
209,6.966667,far,0.000000,4.198828,4.198828,7.257259
210,7.000000,near,2.669722,10.912043,10.912043,8.342635
210,7.000000,far,0.000000,4.198828,4.198828,7.257259
211,7.033333,near,2.238336,11.028759,11.028759,8.342635
211,7.033333,far,0.000000,4.198828,4.198828,7.257259
212,7.066667,near,1.769037,11.040239,11.040239,8.342635
212,7.066667,far,0.000000,4.198828,4.198828,7.257259
213,7.100000,near,1.558068,11.051719,11.051719,8.342635
213,7.100000,far,0.000000,4.198828,4.198828,7.257259
214,7.133333,near,1.326985,11.063200,11.063200,8.342635
214,7.133333,far,0.000000,4.198828,4.198828,7.257259
215,7.166667,near,1.386186,11.130113,11.130113,8.342635
215,7.166667,far,0.000000,4.198828,4.198828,7.257259
216,7.200000,near,1.374231,11.186889,11.186889,8.342635
216,7.200000,far,0.000000,4.198828,4.198828,7.257259
217,7.233333,near,1.077540,11.244267,11.244267,8.342635
217,7.233333,far,0.000000,4.198828,4.198828,7.257259
218,7.266667,near,1.134186,11.267076,11.267076,8.342635
218,7.266667,far,0.000000,4.198828,4.198828,7.257259
219,7.300000,near,1.353336,11.322387,11.322387,8.342635
219,7.300000,far,0.000000,4.198828,4.198828,7.257259
220,7.333333,near,2.171890,11.497577,11.497577,8.342635
220,7.333333,far,0.000000,4.198828,4.198828,7.257259
221,7.366667,near,2.415538,11.613220,11.613220,8.342635
221,7.366667,far,0.000000,4.198828,4.198828,7.257259
222,7.400000,near,3.019387,11.790766,11.790766,8.342635
222,7.400000,far,0.000000,4.198828,4.198828,7.257259
223,7.433333,near,3.031398,11.850546,11.850546,8.342635
223,7.433333,far,0.000000,4.198828,4.198828,7.257259
224,7.466667,near,2.975896,11.862255,11.862255,8.342635
224,7.466667,far,0.000000,4.198828,4.198828,7.257259
