frame,time_s,visibility,x_px,y_px,court_x_m,court_y_m,speed_mps,is_missing,is_interpolated,is_spatial_valid,speed_valid,confidence,source
29,0.966667,1,673.000,306.000,,,,0,0,0,0,0.529,refined
30,1.000000,1,673.000,302.000,,,,0,0,0,0,0.511,refined
31,1.033333,1,671.000,299.000,,,,0,0,0,0,0.524,refined
32,1.066667,1,669.000,298.000,,,,0,0,0,0,0.503,refined
33,1.100000,1,670.000,296.000,,,,0,0,0,0,0.498,refined
34,1.133333,1,668.000,297.000,,,,0,0,0,0,0.466,refined
35,1.166667,1,666.000,297.000,,,,0,0,0,0,0.477,refined
36,1.200000,1,666.000,299.000,,,,0,0,0,0,0.482,refined
37,1.233333,1,665.000,301.000,,,,0,0,0,0,0.481,refined
38,1.266667,1,665.000,301.000,,,,0,0,0,0,0.494,refined
39,1.300000,1,664.000,302.000,,,,0,0,0,0,0.507,refined
40,1.333333,1,665.000,307.000,,,,0,0,0,0,0.509,refined
41,1.366667,1,664.000,310.000,,,,0,1,0,0,0.250,interp
42,1.400000,1,663.000,313.000,,,,0,0,0,0,0.499,refined
43,1.433333,1,663.000,319.000,,,,0,0,0,0,0.515,refined
44,1.466667,1,662.000,322.000,,,,0,0,0,0,0.567,refined
45,1.500000,1,663.000,326.000,,,,0,0,0,0,0.599,refined
46,1.533333,1,663.000,331.000,,,,0,0,0,0,0.610,refined
47,1.566667,1,663.000,337.000,,,,0,0,0,0,0.554,refined
48,1.600000,1,663.000,342.000,,,,0,0,0,0,0.553,refined
49,1.633333,1,663.000,347.000,,,,0,0,0,0,0.548,refined
50,1.666667,1,663.000,353.000,,,,0,0,0,0,0.542,refined
51,1.700000,1,663.000,359.000,,,,0,0,0,0,0.545,refined
52,1.733333,1,663.000,367.000,,,,0,0,0,0,0.509,refined
53,1.766667,1,662.000,374.000,,,,0,0,0,0,0.490,refined
54,1.800000,1,662.000,376.000,,,,0,1,0,0,0.250,interp
55,1.833333,1,662.000,378.000,,,,0,0,0,0,0.475,refined
56,1.866667,1,662.000,368.000,,,,0,0,0,0,0.492,refined
57,1.900000,1,661.000,356.000,,,,0,0,0,0,0.498,refined
58,1.933333,1,662.000,346.000,,,,0,0,0,0,0.474,refined
59,1.966667,1,660.000,337.000,,,,0,0,0,0,0.492,refined
60,2.000000,1,657.000,332.000,,,,0,0,0,0,0.547,refined
61,2.033333,1,655.000,326.000,,,,0,0,0,0,0.603,refined
62,2.066667,1,654.000,320.000,,,,0,0,0,0,0.586,refined
63,2.100000,1,654.000,315.000,,,,0,0,0,0,0.563,refined
64,2.133333,1,654.000,311.000,,,,0,0,0,0,0.550,refined
65,2.166667,1,653.000,309.000,,,,0,0,0,0,0.501,refined
66,2.200000,1,654.000,306.000,,,,0,0,0,0,0.492,refined
67,2.233333,1,651.000,304.000,,,,0,0,0,0,0.501,refined
68,2.266667,1,651.000,301.000,,,,0,0,0,0,0.508,refined
69,2.300000,1,649.000,300.000,,,,0,0,0,0,0.497,refined
70,2.333333,1,648.000,300.000,,,,0,0,0,0,0.476,refined
71,2.366667,1,647.000,300.000,,,,0,0,0,0,0.485,refined
72,2.400000,1,645.000,300.000,,,,0,0,0,0,0.532,refined
73,2.433333,1,644.000,305.000,,,,0,0,0,0,0.542,refined
74,2.466667,1,645.000,305.000,,,,0,0,0,0,0.562,refined
75,2.500000,1,644.000,309.000,,,,0,0,0,0,0.536,refined
76,2.533333,1,642.000,313.000,,,,0,0,0,0,0.573,refined
77,2.566667,1,643.000,318.000,,,,0,0,0,0,0.592,refined
78,2.600000,1,640.000,323.000,,,,0,0,0,0,0.653,refined
79,2.633333,1,639.000,330.000,,,,0,0,0,0,0.695,refined
80,2.666667,1,638.000,336.000,,,,0,0,0,0,0.675,refined
81,2.700000,1,638.000,343.000,,,,0,0,0,0,0.669,refined
82,2.733333,1,636.000,352.000,,,,0,0,0,0,0.647,refined
83,2.766667,1,635.000,360.000,,,,0,0,0,0,0.661,refined
84,2.800000,1,634.000,369.000,,,,0,0,0,0,0.663,refined
85,2.833333,1,632.000,381.000,,,,0,0,0,0,0.643,refined
86,2.866667,1,633.000,391.000,,,,0,0,0,0,0.651,refined
87,2.900000,1,631.000,402.000,,,,0,0,0,0,0.658,refined
88,2.933333,1,630.000,414.000,,,,0,0,0,0,0.643,refined
89,2.966667,1,629.000,427.000,,,,0,0,0,0,0.604,refined
90,3.000000,1,629.000,440.000,,,,0,0,0,0,0.724,refined
91,3.033333,1,635.000,431.000,,,,0,1,0,0,0.250,interp
92,3.066667,1,641.000,422.000,,,,0,1,0,0,0.250,interp
93,3.100000,1,647.000,413.000,,,,0,0,0,0,0.445,refined
94,3.133333,1,652.000,376.000,,,,0,0,0,0,0.477,refined
95,3.166667,1,661.000,342.000,,,,0,0,0,0,0.486,refined
96,3.200000,1,669.000,315.000,,,,0,0,0,0,0.507,refined
97,3.233333,1,677.000,293.000,,,,0,0,0,0,0.490,refined
98,3.266667,0,,,,,,1,0,0,0,0.000,rejected_roi
99,3.300000,0,,,,,,1,0,0,0,0.000,rejected_roi
100,3.333333,0,,,,,,1,0,0,0,0.000,missing
101,3.366667,0,,,,,,1,0,0,0,0.000,rejected_roi
102,3.400000,0,,,,,,1,0,0,0,0.000,rejected_roi
103,3.433333,0,,,,,,1,0,0,0,0.000,rejected_roi
104,3.466667,0,,,,,,1,0,0,0,0.000,rejected_roi
105,3.500000,0,,,,,,1,0,0,0,0.000,rejected_roi
106,3.533333,0,,,,,,1,0,0,0,0.000,rejected_roi
107,3.566667,0,,,,,,1,0,0,0,0.000,rejected_roi
108,3.600000,0,,,,,,1,0,0,0,0.000,rejected_roi
109,3.633333,0,,,,,,1,0,0,0,0.000,rejected_roi
110,3.666667,0,,,,,,1,0,0,0,0.000,rejected_roi
111,3.700000,0,,,,,,1,0,0,0,0.000,rejected_roi
112,3.733333,0,,,,,,1,0,0,0,0.000,rejected_roi
113,3.766667,0,,,,,,1,0,0,0,0.000,rejected_roi
114,3.800000,0,,,,,,1,0,0,0,0.000,rejected_roi
115,3.833333,0,,,,,,1,0,0,0,0.000,rejected_roi
116,3.866667,0,,,,,,1,0,0,0,0.000,rejected_roi
117,3.900000,0,,,,,,1,0,0,0,0.000,rejected_roi
118,3.933333,0,,,,,,1,0,0,0,0.000,rejected_roi
119,3.966667,0,,,,,,1,0,0,0,0.000,rejected_roi
120,4.000000,0,,,,,,1,0,0,0,0.000,rejected_roi
121,4.033333,0,,,,,,1,0,0,0,0.000,rejected_roi
122,4.066667,0,,,,,,1,0,0,0,0.000,rejected_roi
123,4.100000,0,,,,,,1,0,0,0,0.000,rejected_roi
124,4.133333,0,,,,,,1,0,0,0,0.000,rejected_roi
125,4.166667,0,,,,,,1,0,0,0,0.000,rejected_roi
126,4.200000,0,,,,,,1,0,0,0,0.000,rejected_roi
127,4.233333,0,,,,,,1,0,0,0,0.000,rejected_roi
128,4.266667,0,,,,,,1,0,0,0,0.000,rejected_roi
129,4.300000,0,,,,,,1,0,0,0,0.000,missing
130,4.333333,0,,,,,,1,0,0,0,0.000,rejected_roi
131,4.366667,0,,,,,,1,0,0,0,0.000,rejected_roi
132,4.400000,0,,,,,,1,0,0,0,0.000,rejected_roi
133,4.433333,0,,,,,,1,0,0,0,0.000,rejected_roi
134,4.466667,1,766.000,286.000,,,,0,0,0,0,0.520,refined
135,4.500000,1,768.000,293.000,,,,0,0,0,0,0.497,refined
136,4.533333,1,769.000,300.000,,,,0,0,0,0,0.471,refined
137,4.566667,1,771.000,309.000,,,,0,0,0,0,0.492,refined
138,4.600000,1,772.000,320.000,,,,0,0,0,0,0.527,refined
139,4.633333,1,772.000,327.000,,,,0,0,0,0,0.508,refined
140,4.666667,1,774.000,339.000,,,,0,0,0,0,0.467,refined
141,4.700000,1,775.000,348.000,,,,0,0,0,0,0.463,refined
142,4.733333,1,776.000,358.000,,,,0,0,0,0,0.456,refined
143,4.766667,1,777.000,365.000,,,,0,0,0,0,0.468,refined
144,4.800000,1,778.000,375.000,,,,0,0,0,0,0.456,refined
145,4.833333,1,778.000,384.000,,,,0,0,0,0,0.459,refined
146,4.866667,1,780.000,394.000,,,,0,0,0,0,0.457,refined
147,4.900000,1,780.000,404.000,,,,0,0,0,0,0.450,refined
148,4.933333,1,780.000,412.000,,,,0,0,0,0,0.487,refined
149,4.966667,1,773.000,403.000,,,,0,0,0,0,0.470,refined
150,5.000000,1,755.000,401.000,,,,0,0,0,0,0.435,refined
151,5.033333,1,738.000,397.000,,,,0,0,0,0,0.454,refined
152,5.066667,1,722.000,395.000,,,,0,0,0,0,0.451,refined
153,5.100000,1,706.000,392.000,,,,0,0,0,0,0.448,refined
154,5.133333,1,692.000,391.000,,,,0,0,0,0,0.465,refined
155,5.166667,1,675.000,392.000,,,,0,0,0,0,0.457,refined
156,5.200000,1,664.000,393.000,,,,0,0,0,0,0.492,refined
157,5.233333,1,654.000,393.000,,,,0,0,0,0,0.516,refined
158,5.266667,1,641.000,395.000,,,,0,0,0,0,0.525,refined
159,5.300000,1,627.000,398.000,,,,0,0,0,0,0.518,refined
160,5.333333,1,617.000,399.000,,,,0,0,0,0,0.521,refined
161,5.366667,1,607.000,403.000,,,,0,0,0,0,0.528,refined
162,5.400000,1,595.000,408.000,,,,0,0,0,0,0.536,refined
163,5.433333,1,584.000,411.000,,,,0,0,0,0,0.532,refined
164,5.466667,1,573.000,416.000,,,,0,0,0,0,0.548,refined
165,5.500000,1,563.000,424.000,,,,0,1,0,0,0.250,interp
166,5.533333,1,554.000,431.000,,,,0,1,0,0,0.250,interp
167,5.566667,1,544.000,439.000,,,,0,1,0,0,0.250,interp
168,5.600000,1,535.000,446.000,,,,0,1,0,0,0.250,interp
169,5.633333,1,525.000,454.000,,,,0,0,0,0,0.538,refined
170,5.666667,1,518.000,459.000,,,,0,0,0,0,0.538,refined
171,5.700000,1,508.000,470.000,,,,0,0,0,0,0.550,refined
172,5.733333,1,498.000,485.000,,,,0,0,0,0,0.478,refined
173,5.766667,1,491.000,491.000,,,,0,0,0,0,0.525,refined
174,5.800000,1,482.000,503.000,,,,0,0,0,0,0.517,refined
175,5.833333,1,474.000,514.000,,,,0,0,0,0,0.525,refined
176,5.866667,1,465.000,524.000,0.012552,7.406862,,0,0,1,0,0.524,refined
177,5.900000,1,460.000,536.000,0.477543,8.402810,32.974471,0,0,1,1,0.540,refined
178,5.933333,1,458.000,532.000,0.281713,8.102667,10.751354,0,0,1,1,0.577,refined
179,5.966667,1,455.000,531.000,0.195792,8.031673,3.343699,0,0,1,1,0.628,refined
180,6.000000,1,457.000,528.000,0.087121,7.779531,8.236902,0,0,1,1,0.531,refined
181,6.033333,1,460.000,525.000,,,,0,0,0,0,0.579,refined
182,6.066667,1,463.000,525.000,0.031675,7.502432,4.238869,0,0,1,1,0.615,refined
183,6.100000,1,462.000,522.000,,,,0,0,0,0,0.618,refined
184,6.133333,1,465.000,520.000,,,,0,0,0,0,0.556,refined
185,6.166667,1,464.000,519.000,,,,0,0,0,0,0.518,refined
186,6.200000,1,462.000,520.000,,,,0,0,0,0,0.511,refined
187,6.233333,1,462.000,521.000,,,,0,0,0,0,0.544,refined
188,6.266667,1,463.000,523.000,,,,0,0,0,0,0.611,refined
189,6.300000,1,463.000,529.000,0.218739,7.845710,,0,0,1,0,0.623,refined
190,6.333333,1,462.000,535.000,0.463613,8.322680,16.084672,0,0,1,1,0.588,refined
191,6.366667,0,,,,,,1,0,0,0,0.000,rejected_static_lock
192,6.400000,0,,,,,,1,0,0,0,0.000,rejected_static_lock
193,6.433333,0,,,,,,1,0,0,0,0.000,rejected_static_lock
194,6.466667,0,,,,,,1,0,0,0,0.000,rejected_static_lock
195,6.500000,0,,,,,,1,0,0,0,0.000,rejected_static_lock
196,6.533333,0,,,,,,1,0,0,0,0.000,rejected_static_lock
197,6.566667,0,,,,,,1,0,0,0,0.000,rejected_static_lock
198,6.600000,0,,,,,,1,0,0,0,0.000,rejected_static_lock
199,6.633333,0,,,,,,1,0,0,0,0.000,rejected_static_lock
200,6.666667,0,,,,,,1,0,0,0,0.000,rejected_static_lock
201,6.700000,0,,,,,,1,0,0,0,0.000,rejected_static_lock
202,6.733333,0,,,,,,1,0,0,0,0.000,rejected_static_lock
203,6.766667,0,,,,,,1,0,0,0,0.000,rejected_static_lock
204,6.800000,0,,,,,,1,0,0,0,0.000,rejected_static_lock
205,6.833333,0,,,,,,1,0,0,0,0.000,rejected_static_lock
206,6.866667,0,,,,,,1,0,0,0,0.000,rejected_static_lock
207,6.900000,0,,,,,,1,0,0,0,0.000,rejected_static_lock
208,6.933333,0,,,,,,1,0,0,0,0.000,rejected_static_lock
209,6.966667,0,,,,,,1,0,0,0,0.000,rejected_static_lock
210,7.000000,0,,,,,,1,0,0,0,0.000,rejected_static_lock
211,7.033333,0,,,,,,1,0,0,0,0.000,rejected_static_lock
212,7.066667,0,,,,,,1,0,0,0,0.000,rejected_static_lock
213,7.100000,0,,,,,,1,0,0,0,0.000,rejected_static_lock
214,7.133333,0,,,,,,1,0,0,0,0.000,rejected_static_lock
215,7.166667,0,,,,,,1,0,0,0,0.000,rejected_static_lock
216,7.200000,0,,,,,,1,0,0,0,0.000,rejected_static_lock
217,7.233333,0,,,,,,1,0,0,0,0.000,rejected_static_lock
218,7.266667,0,,,,,,1,0,0,0,0.000,rejected_static_lock
219,7.300000,0,,,,,,1,0,0,0,0.000,rejected_static_lock
220,7.333333,0,,,,,,1,0,0,0,0.000,rejected_static_lock
221,7.366667,0,,,,,,1,0,0,0,0.000,rejected_static_lock
222,7.400000,0,,,,,,1,0,0,0,0.000,rejected_static_lock
223,7.433333,0,,,,,,1,0,0,0,0.000,rejected_static_lock
224,7.466667,0,,,,,,1,0,0,0,0.000,rejected_static_lock
