frame,time_s,visibility,x_px,y_px,court_x_m,court_y_m,speed_mps,is_missing,is_interpolated,source,confidence
40,1.334668,1,767.000,329.000,5.026638,0.000000,2.371719,0,0,reference,
41,1.368035,1,773.000,333.000,5.103942,0.000000,2.316827,0,0,reference,
42,1.401401,1,777.000,340.000,5.136344,0.000000,0.971061,0,0,reference,
43,1.434768,1,782.000,349.000,5.174061,0.000000,1.130384,0,0,reference,
44,1.468135,1,787.000,352.000,5.235170,0.000000,1.831437,0,0,reference,
45,1.501502,1,789.000,361.000,5.226327,0.683476,20.485477,0,0,reference,
46,1.534868,1,795.000,368.000,5.282276,1.192853,15.357846,0,0,reference,
47,1.568235,1,796.000,368.000,5.296346,1.192820,0.421667,0,0,reference,
48,1.601602,1,806.000,355.000,5.499051,0.231377,29.447905,0,0,reference,
49,1.634968,1,806.000,346.000,5.544603,0.000000,7.067484,0,0,reference,
50,1.668335,1,814.000,335.000,5.726356,0.000000,5.447143,0,0,reference,
51,1.701702,1,815.000,329.000,5.777753,0.000000,1.540364,0,0,reference,
52,1.735068,1,818.000,324.000,5.856300,0.000000,2.354068,0,0,reference,
53,1.768435,1,819.000,319.000,5.904997,0.000000,1.459430,0,0,reference,
54,1.801802,1,818.000,315.000,5.915708,0.000000,0.321022,0,0,reference,
55,1.835169,1,819.000,315.000,5.931983,0.000000,0.487767,0,0,reference,
56,1.868535,1,820.000,311.000,5.976096,0.000000,1.322052,0,0,reference,
57,1.901902,1,822.000,311.000,6.009034,0.000000,0.987165,0,0,reference,
58,1.935269,1,823.000,312.000,6.018330,0.000000,0.278605,0,0,reference,
59,1.968635,1,823.000,315.000,5.997074,0.000000,0.637061,0,0,reference,
60,2.002002,1,826.000,319.000,6.017551,0.000000,0.613696,0,0,reference,
61,2.035369,1,826.000,322.000,5.996740,0.000000,0.623704,0,0,reference,
62,2.068735,1,827.000,328.000,5.971858,0.000000,0.745701,0,0,reference,
63,2.102102,1,828.000,333.000,5.954346,0.000000,0.524839,0,0,reference,
64,2.135469,1,830.000,340.000,5.939732,0.000000,0.437979,0,0,reference,
65,2.168836,1,830.000,348.000,5.889876,0.000000,1.494202,0,0,reference,
66,2.202202,1,830.000,357.000,5.836325,0.383318,11.599607,0,0,reference,
67,2.235569,1,831.000,367.000,5.793835,1.120107,22.118251,0,0,reference,
68,2.268936,1,830.000,376.000,5.731294,1.751350,19.010989,0,0,reference,
69,2.302302,1,831.000,387.000,5.688372,2.484734,22.017120,0,0,reference,
70,2.335669,1,832.000,398.000,5.647717,3.179361,20.853582,0,0,reference,
71,2.369036,1,830.000,413.000,5.553295,4.069809,26.836353,0,0,reference,
72,2.402402,1,832.000,423.000,5.534907,4.629520,16.783589,0,0,reference,
73,2.435769,1,830.000,439.000,5.445432,5.474733,25.472574,0,0,reference,
74,2.469136,1,830.000,455.000,5.384940,6.262641,23.683098,0,0,reference,
75,2.502503,1,830.000,446.000,5.418454,5.826119,13.121058,0,0,reference,
76,2.535869,1,827.000,423.000,5.473401,4.630068,35.883454,0,0,reference,
77,2.569236,1,828.000,404.000,5.568019,3.543394,32.690849,0,0,reference,
78,2.602603,1,826.000,389.000,5.611776,2.614168,27.879756,0,0,reference,
79,2.635969,1,820.000,380.000,5.574199,2.023273,17.744913,0,0,reference,
80,2.669336,1,821.000,369.000,5.642696,1.263247,22.870298,0,0,reference,
81,2.702703,1,819.000,356.000,5.682695,0.307567,28.666779,0,0,reference,
82,2.736069,1,818.000,345.000,5.729121,0.000000,9.322214,0,0,reference,
83,2.769436,1,817.000,339.000,5.748745,0.000000,0.588145,0,0,reference,
84,2.802803,1,818.000,329.000,5.824625,0.000000,2.274125,0,0,reference,
85,2.836170,1,817.000,324.000,5.840450,0.000000,0.474260,0,0,reference,
86,2.869536,1,817.000,322.000,5.853288,0.000000,0.384745,0,0,reference,
87,2.902903,1,815.000,318.000,5.847154,0.000000,0.183817,0,0,reference,
88,2.936270,1,815.000,317.000,5.853689,0.000000,0.195850,0,0,reference,
89,2.969636,1,813.000,314.000,5.840873,0.000000,0.384113,0,0,reference,
90,3.003003,1,813.000,313.000,5.847468,0.000000,0.197658,0,0,reference,
91,3.036370,1,811.000,312.000,5.821245,0.000000,0.785900,0,0,reference,
92,3.069736,1,812.000,315.000,5.818036,0.000000,0.096182,0,0,reference,
93,3.103103,1,813.000,319.000,5.808483,0.000000,0.286297,0,0,reference,
94,3.136470,1,813.000,321.000,5.795794,0.000000,0.380282,0,0,reference,
95,3.169837,1,813.000,326.000,5.764717,0.000000,0.931386,0,0,reference,
96,3.203203,1,814.000,331.000,5.750067,0.000000,0.439064,0,0,reference,
97,3.236570,1,813.000,338.000,5.693688,0.000000,1.689668,0,0,reference,
98,3.269937,1,815.000,346.000,5.678735,0.000000,0.448144,0,0,reference,
99,3.303303,1,814.000,354.000,5.620684,0.154631,4.950101,0,0,reference,
100,3.336670,1,813.000,363.000,5.560063,0.830430,20.335014,0,0,reference,
101,3.370037,1,814.000,373.000,5.525269,1.544829,21.435935,0,0,reference,
102,3.403403,0,,,,,0.000000,1,0,missing,
103,3.436770,1,824.000,324.000,5.951382,0.000000,24.013763,0,0,reference,
104,3.470137,0,,,,,0.000000,1,0,missing,
105,3.503504,1,837.000,269.000,6.100000,0.000000,2.227039,0,0,reference,
106,3.536870,1,842.000,244.000,6.100000,0.000000,0.000000,0,0,reference,
107,3.570237,1,848.000,221.000,6.100000,0.000000,0.000000,0,0,reference,
108,3.603604,1,854.000,205.000,6.100000,0.000000,0.000000,0,0,reference,
109,3.636970,1,857.000,188.000,6.100000,0.000000,0.000000,0,0,reference,
110,3.670337,1,861.000,173.000,6.100000,0.000000,0.000000,0,0,reference,
111,3.703704,1,864.000,158.000,6.100000,0.000000,0.000000,0,0,reference,
112,3.737070,1,868.000,146.000,6.100000,0.000000,0.000000,0,0,reference,
113,3.770437,1,872.000,136.000,6.100000,0.000000,0.000000,0,0,reference,
114,3.803804,1,875.000,128.000,6.100000,0.000000,0.000000,0,0,reference,
115,3.837171,1,879.000,119.000,6.100000,0.000000,0.000000,0,0,reference,
116,3.870537,1,881.000,112.000,6.100000,0.000000,0.000000,0,0,reference,
117,3.903904,1,884.000,105.000,6.100000,0.000000,0.000000,0,0,reference,
118,3.937271,1,885.000,102.000,6.100000,0.000000,0.000000,0,0,reference,
119,3.970637,1,889.000,100.000,6.100000,0.000000,0.000000,0,0,reference,
120,4.004004,1,891.000,98.000,6.100000,0.000000,0.000000,0,0,reference,
121,4.037371,1,893.000,94.000,6.100000,0.000000,0.000000,0,0,reference,
122,4.070737,1,894.000,97.000,6.100000,0.000000,0.000000,0,0,reference,
123,4.104104,1,895.000,98.000,6.100000,0.000000,0.000000,0,0,reference,
124,4.137471,1,898.000,102.000,6.100000,0.000000,0.000000,0,0,reference,
125,4.170838,1,900.000,103.000,6.100000,0.000000,0.000000,0,0,reference,
126,4.204204,1,902.000,109.000,6.100000,0.000000,0.000000,0,0,reference,
127,4.237571,1,902.000,116.000,6.100000,0.000000,0.000000,0,0,reference,
128,4.270938,1,903.000,124.000,6.100000,0.000000,0.000000,0,0,reference,
129,4.304304,1,905.000,133.000,6.100000,0.000000,0.000000,0,0,reference,
130,4.337671,1,905.000,144.000,6.100000,0.000000,0.000000,0,0,reference,
131,4.371038,1,906.000,157.000,6.100000,0.000000,0.000000,0,0,reference,
132,4.404404,1,906.000,168.000,6.100000,0.000000,0.000000,0,0,reference,
133,4.437771,1,906.000,183.000,6.100000,0.000000,0.000000,0,0,reference,
134,4.471138,1,907.000,195.000,6.100000,0.000000,0.000000,0,0,reference,
135,4.504505,1,906.000,211.000,6.100000,0.000000,0.000000,0,0,reference,
136,4.537871,1,907.000,228.000,6.100000,0.000000,0.000000,0,0,reference,
137,4.571238,0,,,,,0.000000,1,0,missing,
138,4.604605,1,907.000,262.000,6.100000,0.000000,0.000000,0,0,reference,
139,4.637971,1,905.000,282.000,6.100000,0.000000,0.000000,0,0,reference,
140,4.671338,1,905.000,300.000,6.100000,0.000000,0.000000,0,0,reference,
141,4.704705,1,905.000,319.000,6.100000,0.000000,0.000000,0,0,reference,
142,4.738071,1,905.000,340.000,6.100000,0.000000,0.000000,0,0,reference,
143,4.771438,1,903.000,362.000,6.100000,0.755052,22.628906,0,0,reference,
144,4.804805,1,903.000,383.000,6.100000,2.218520,43.860132,0,0,reference,
145,4.838172,0,,,,,0.000000,1,0,missing,
146,4.871538,0,,,,,0.000000,1,0,missing,
147,4.904905,0,,,,,0.000000,1,0,missing,
148,4.938272,1,837.000,303.000,6.100000,0.000000,16.622260,0,0,reference,
149,4.971638,1,792.000,197.000,6.100000,0.000000,0.000000,0,0,reference,
150,5.005005,1,764.000,128.000,6.100000,0.000000,0.000000,0,0,reference,
151,5.038372,1,741.000,80.000,6.100000,0.000000,0.000000,0,0,reference,
152,5.071738,1,724.000,41.000,6.100000,0.000000,0.000000,0,0,reference,
153,5.105105,1,711.000,9.000,6.100000,0.000000,0.000000,0,0,reference,
154,5.138472,0,,,,,0.000000,1,0,missing,
155,5.171839,0,,,,,0.000000,1,0,missing,
156,5.205205,0,,,,,0.000000,1,0,missing,
157,5.238572,0,,,,,0.000000,1,0,missing,
158,5.271939,0,,,,,0.000000,1,0,missing,
159,5.305305,0,,,,,0.000000,1,0,missing,
160,5.338672,0,,,,,0.000000,1,0,missing,
161,5.372039,0,,,,,0.000000,1,0,missing,
162,5.405405,0,,,,,0.000000,1,0,missing,
163,5.438772,0,,,,,0.000000,1,0,missing,
164,5.472139,0,,,,,0.000000,1,0,missing,
165,5.505506,0,,,,,0.000000,1,0,missing,
166,5.538872,0,,,,,0.000000,1,0,missing,
167,5.572239,0,,,,,0.000000,1,0,missing,
168,5.605606,0,,,,,0.000000,1,0,missing,
169,5.638972,0,,,,,0.000000,1,0,missing,
170,5.672339,0,,,,,0.000000,1,0,missing,
171,5.705706,0,,,,,0.000000,1,0,missing,
172,5.739072,0,,,,,0.000000,1,0,missing,
173,5.772439,0,,,,,0.000000,1,0,missing,
174,5.805806,0,,,,,0.000000,1,0,missing,
175,5.839173,0,,,,,0.000000,1,0,missing,
176,5.872539,0,,,,,0.000000,1,0,missing,
177,5.905906,0,,,,,0.000000,1,0,missing,
178,5.939273,0,,,,,0.000000,1,0,missing,
179,5.972639,0,,,,,0.000000,1,0,missing,
180,6.006006,0,,,,,0.000000,1,0,missing,
181,6.039373,0,,,,,0.000000,1,0,missing,
182,6.072739,0,,,,,0.000000,1,0,missing,
183,6.106106,0,,,,,0.000000,1,0,missing,
184,6.139473,0,,,,,0.000000,1,0,missing,
185,6.172840,0,,,,,0.000000,1,0,missing,
186,6.206206,0,,,,,0.000000,1,0,missing,
187,6.239573,1,581.000,3.000,0.000000,0.000000,5.376971,0,0,reference,
188,6.272940,1,581.000,13.000,0.000000,0.000000,0.000000,0,0,reference,
189,6.306306,1,581.000,24.000,0.000000,0.000000,0.000000,0,0,reference,
190,6.339673,1,581.000,38.000,0.000000,0.000000,0.000000,0,0,reference,
191,6.373040,1,580.000,51.000,0.000000,0.000000,0.000000,0,0,reference,
192,6.406406,1,580.000,64.000,0.000000,0.000000,0.000000,0,0,reference,
193,6.439773,1,580.000,79.000,0.000000,0.000000,0.000000,0,0,reference,
194,6.473140,1,581.000,93.000,0.000000,0.000000,0.000000,0,0,reference,
195,6.506507,1,580.000,108.000,0.000000,0.000000,0.000000,0,0,reference,
196,6.539873,1,579.000,122.000,0.000000,0.000000,0.000000,0,0,reference,
197,6.573240,1,579.000,137.000,0.067903,0.000000,2.035054,0,0,reference,
198,6.606607,1,602.000,183.000,1.529396,0.000000,43.800953,0,0,reference,
199,6.639973,1,623.000,224.000,2.369708,0.000000,25.184131,0,0,reference,
200,6.673340,1,644.000,255.000,2.938713,0.000000,17.053102,0,0,reference,
201,6.706707,1,660.000,283.000,3.296849,0.000000,10.733327,0,0,reference,
202,6.740073,1,673.000,311.000,3.543615,0.000000,7.395575,0,0,reference,
203,6.773440,1,685.000,338.000,3.736317,0.000000,5.775269,0,0,reference,
204,6.806807,1,695.000,357.000,3.877829,0.384765,12.286591,0,0,reference,
205,6.840174,1,703.000,378.000,3.976256,1.894074,45.330093,0,0,reference,
206,6.873540,1,713.000,399.000,4.090881,3.250388,40.793618,0,0,reference,
207,6.906907,1,720.000,419.000,4.158253,4.420460,35.125155,0,0,reference,
208,6.940274,1,726.000,440.000,4.206563,5.538726,33.545680,0,0,reference,
209,6.973640,1,733.000,463.000,4.259472,6.650978,33.371884,0,0,reference,
210,7.007007,1,740.000,480.000,4.315404,7.406512,22.705323,0,0,reference,
211,7.040374,1,746.000,500.000,4.352981,8.231961,24.764327,0,0,reference,
212,7.073740,1,750.000,520.000,4.367507,8.996179,22.907756,0,0,reference,
213,7.107107,1,753.000,539.000,4.372516,9.671380,20.236337,0,0,reference,
214,7.140474,1,751.000,464.000,4.461660,6.694346,89.261700,0,0,reference,
215,7.173841,1,750.000,396.000,4.581117,3.062129,108.916413,0,0,reference,
216,7.207207,1,750.000,352.000,4.691346,0.000000,91.831444,0,0,reference,
217,7.240574,1,749.000,321.000,4.770140,0.000000,2.361461,0,0,reference,
218,7.273941,0,,,,,0.000000,1,0,missing,
219,7.307307,1,746.000,271.000,4.906759,0.000000,2.047235,0,0,reference,
220,7.340674,1,746.000,252.000,4.994941,0.000000,2.642815,0,0,reference,
221,7.374041,0,,,,,0.000000,1,0,missing,
222,7.407407,1,746.000,225.000,5.143994,0.000000,2.233559,0,0,reference,
223,7.440774,1,744.000,216.000,5.154821,0.000000,0.324472,0,0,reference,
224,7.474141,1,743.000,207.000,5.190704,0.000000,1.075434,0,0,reference,
225,7.507508,1,743.000,198.000,5.254779,0.000000,1.920322,0,0,reference,
226,7.540874,1,743.000,193.000,5.292741,0.000000,1.137712,0,0,reference,
227,7.574241,1,742.000,188.000,5.306133,0.000000,0.401364,0,0,reference,
228,7.607608,1,742.000,186.000,5.322344,0.000000,0.485850,0,0,reference,
229,7.640974,1,742.000,184.000,5.338877,0.000000,0.495483,0,0,reference,
230,7.674341,1,742.000,182.000,5.355740,0.000000,0.505405,0,0,reference,
231,7.707708,1,742.000,181.000,5.364300,0.000000,0.256517,0,0,reference,
232,7.741074,1,742.000,183.000,5.347267,0.000000,0.510478,0,0,reference,
233,7.774441,1,741.000,185.000,5.303763,0.000000,1.303805,0,0,reference,
234,7.807808,1,741.000,187.000,5.287653,0.000000,0.482808,0,0,reference,
235,7.841175,1,741.000,190.000,5.264070,0.000000,0.706782,0,0,reference,
236,7.874541,1,742.000,193.000,5.266951,0.000000,0.086336,0,0,reference,
237,7.907908,1,742.000,196.000,5.244322,0.000000,0.678200,0,0,reference,
238,7.941275,1,747.000,202.000,5.324577,0.000000,2.405239,0,0,reference,
239,7.974641,1,751.000,206.000,5.391854,0.000000,2.016291,0,0,reference,
240,8.008008,1,754.000,209.000,5.440738,0.000000,1.465073,0,0,reference,
241,8.041375,1,755.000,209.000,5.464687,0.000000,0.717744,0,0,reference,
242,8.074741,1,762.000,211.000,5.614991,0.000000,4.504621,0,0,reference,
243,8.108108,1,764.000,217.000,5.611167,0.000000,0.114613,0,0,reference,
244,8.141475,1,765.000,222.000,5.593038,0.000000,0.543341,0,0,reference,
245,8.174842,0,,,,,0.000000,1,0,missing,
246,8.208208,1,771.000,234.000,5.630058,0.000000,0.554756,0,0,reference,
247,8.241575,1,774.000,241.000,5.639580,0.000000,0.285359,0,0,reference,
248,8.274942,1,777.000,251.000,5.626370,0.000000,0.395898,0,0,reference,
249,8.308308,1,779.000,261.000,5.594650,0.000000,0.950641,0,0,reference,
250,8.341675,1,782.000,270.000,5.590610,0.000000,0.121082,0,0,reference,
251,8.375042,1,783.000,283.000,5.525081,0.000000,1.963897,0,0,reference,
252,8.408408,1,785.000,290.000,5.517853,0.000000,0.216632,0,0,reference,
253,8.441775,1,787.000,302.000,5.481962,0.000000,1.075668,0,0,reference,
254,8.475142,1,790.000,316.000,5.454188,0.000000,0.832362,0,0,reference,
255,8.508509,1,791.000,329.000,5.402467,0.000000,1.550097,0,0,reference,
256,8.541875,1,794.000,344.000,5.375098,0.000000,0.820254,0,0,reference,
257,8.575242,1,795.000,356.000,5.334458,0.307774,9.304043,0,0,reference,
258,8.608609,1,797.000,371.000,5.297656,1.405521,32.917982,0,0,reference,
259,8.641975,1,798.000,387.000,5.246208,2.486850,32.444087,0,0,reference,
260,8.675342,1,798.000,404.000,5.182143,3.546027,31.801542,0,0,reference,
261,8.708709,1,799.000,420.000,5.138788,4.467744,27.654384,0,0,reference,
262,8.742075,1,801.000,437.000,5.107259,5.375933,27.234838,0,0,reference,
263,8.775442,1,801.000,455.000,5.052022,6.266655,26.746209,0,0,reference,
264,8.808809,1,803.000,471.000,5.028557,7.003099,22.082434,0,0,reference,
265,8.842176,1,803.000,476.000,5.014662,7.223545,6.619884,0,0,reference,
266,8.875542,1,803.000,451.000,5.087099,6.074350,34.509738,0,0,reference,
267,8.908909,1,805.000,422.000,5.206118,4.577607,44.998992,0,0,reference,
268,8.942276,1,803.000,404.000,5.246495,3.545588,30.953260,0,0,reference,
269,8.975642,1,803.000,388.000,5.309170,2.551280,29.858558,0,0,reference,
270,9.009009,1,805.000,376.000,5.387070,1.752512,24.052654,0,0,reference,
271,9.042376,1,804.000,363.000,5.431873,0.830635,27.661260,0,0,reference,
272,9.075742,1,804.000,350.000,5.494589,0.000000,24.964983,0,0,reference,
273,9.109109,1,806.000,345.000,5.549803,0.000000,1.654780,0,0,reference,
274,9.142476,1,805.000,338.000,5.571783,0.000000,0.658737,0,0,reference,
275,9.175843,1,805.000,332.000,5.604611,0.000000,0.983837,0,0,reference,
276,9.209209,1,805.000,329.000,5.621450,0.000000,0.504662,0,0,reference,
277,9.242576,1,804.000,325.000,5.628542,0.000000,0.212566,0,0,reference,
278,9.275943,1,806.000,323.000,5.671923,0.000000,1.300137,0,0,reference,
279,9.309309,1,807.000,321.000,5.699811,0.000000,0.835788,0,0,reference,
280,9.342676,1,806.000,321.000,5.683810,0.000000,0.479539,0,0,reference,
281,9.376043,1,806.000,320.000,5.689806,0.000000,0.179703,0,0,reference,
282,9.409409,1,806.000,322.000,5.677849,0.000000,0.358350,0,0,reference,
283,9.442776,1,807.000,322.000,5.693803,0.000000,0.478136,0,0,reference,
284,9.476143,1,807.000,327.000,5.664287,0.000000,0.884615,0,0,reference,
285,9.509510,1,806.000,329.000,5.637084,0.000000,0.815256,0,0,reference,
286,9.542876,1,807.000,335.000,5.618797,0.000000,0.548067,0,0,reference,
287,9.576243,1,807.000,341.000,5.586009,0.000000,0.982666,0,0,reference,
288,9.609610,1,807.000,347.000,5.554297,0.000000,0.950397,0,0,reference,
289,9.642976,1,807.000,352.000,5.528655,0.000000,0.768479,0,0,reference,
290,9.676343,1,807.000,362.000,5.479394,0.757045,22.736627,0,0,reference,
291,9.709710,1,807.000,372.000,5.432657,1.475310,21.571933,0,0,reference,
292,9.743076,1,806.000,380.000,5.383316,2.024016,16.511067,0,0,reference,
293,9.776443,1,806.000,389.000,5.345129,2.615511,17.763992,0,0,reference,
294,9.809810,1,813.000,351.000,5.621947,0.000000,78.824656,0,0,reference,
295,9.843177,1,817.000,316.000,5.892722,0.000000,8.115130,0,0,reference,
296,9.876543,0,,,,,0.000000,1,0,missing,
297,9.909910,1,827.000,267.000,6.100000,0.000000,3.106066,0,0,reference,
298,9.943277,1,832.000,243.000,6.100000,0.000000,0.000000,0,0,reference,
299,9.976643,1,835.000,223.000,6.100000,0.000000,0.000000,0,0,reference,
300,10.010010,1,837.000,207.000,6.100000,0.000000,0.000000,0,0,reference,
301,10.043377,1,842.000,192.000,6.100000,0.000000,0.000000,0,0,reference,
302,10.076743,1,847.000,175.000,6.100000,0.000000,0.000000,0,0,reference,
303,10.110110,1,849.000,162.000,6.100000,0.000000,0.000000,0,0,reference,
304,10.143477,1,852.000,151.000,6.100000,0.000000,0.000000,0,0,reference,
305,10.176844,1,854.000,143.000,6.100000,0.000000,0.000000,0,0,reference,
306,10.210210,1,855.000,137.000,6.100000,0.000000,0.000000,0,0,reference,
307,10.243577,1,857.000,130.000,6.100000,0.000000,0.000000,0,0,reference,
308,10.276944,1,861.000,124.000,6.100000,0.000000,0.000000,0,0,reference,
309,10.310310,1,863.000,120.000,6.100000,0.000000,0.000000,0,0,reference,
310,10.343677,1,864.000,116.000,6.100000,0.000000,0.000000,0,0,reference,
311,10.377044,1,866.000,115.000,6.100000,0.000000,0.000000,0,0,reference,
312,10.410410,1,867.000,114.000,6.100000,0.000000,0.000000,0,0,reference,
313,10.443777,1,870.000,113.000,6.100000,0.000000,0.000000,0,0,reference,
314,10.477144,1,872.000,116.000,6.100000,0.000000,0.000000,0,0,reference,
315,10.510511,1,872.000,120.000,6.100000,0.000000,0.000000,0,0,reference,
316,10.543877,1,873.000,123.000,6.100000,0.000000,0.000000,0,0,reference,
317,10.577244,1,874.000,127.000,6.100000,0.000000,0.000000,0,0,reference,
318,10.610611,1,876.000,138.000,6.100000,0.000000,0.000000,0,0,reference,
319,10.643977,1,876.000,144.000,6.100000,0.000000,0.000000,0,0,reference,
320,10.677344,1,876.000,152.000,6.100000,0.000000,0.000000,0,0,reference,
321,10.710711,1,876.000,164.000,6.100000,0.000000,0.000000,0,0,reference,
322,10.744077,1,877.000,175.000,6.100000,0.000000,0.000000,0,0,reference,
323,10.777444,1,878.000,188.000,6.100000,0.000000,0.000000,0,0,reference,
324,10.810811,1,877.000,202.000,6.100000,0.000000,0.000000,0,0,reference,
325,10.844178,1,877.000,216.000,6.100000,0.000000,0.000000,0,0,reference,
326,10.877544,1,877.000,231.000,6.100000,0.000000,0.000000,0,0,reference,
327,10.910911,1,876.000,246.000,6.100000,0.000000,0.000000,0,0,reference,
328,10.944278,1,876.000,265.000,6.100000,0.000000,0.000000,0,0,reference,
329,10.977644,1,875.000,284.000,6.100000,0.000000,0.000000,0,0,reference,
330,11.011011,1,875.000,299.000,6.100000,0.000000,0.000000,0,0,reference,
331,11.044378,1,876.000,318.000,6.100000,0.000000,0.000000,0,0,reference,
332,11.077744,1,875.000,340.000,6.100000,0.000000,0.000000,0,0,reference,
333,11.111111,1,873.000,363.000,6.100000,0.829066,24.847100,0,0,reference,
334,11.144478,1,873.000,378.000,6.100000,1.885592,31.664087,0,0,reference,
335,11.177845,1,870.000,402.000,6.100000,3.419737,45.978324,0,0,reference,
336,11.211211,0,,,,,0.000000,1,0,missing,
337,11.244578,1,845.000,374.000,5.949233,1.612937,27.168994,0,0,reference,
338,11.277945,1,823.000,358.000,5.729611,0.458850,35.208703,0,0,reference,
339,11.311311,1,814.000,341.000,5.691779,0.000000,13.798389,0,0,reference,
340,11.344678,1,804.000,330.000,5.600214,0.000000,2.744222,0,0,reference,
341,11.378045,1,797.000,319.000,5.550937,0.000000,1.476817,0,0,reference,
342,11.411411,1,788.000,315.000,5.426978,0.000000,3.715061,0,0,reference,
343,11.444778,1,784.000,308.000,5.398379,0.000000,0.857103,0,0,reference,
344,11.478145,1,779.000,307.000,5.320176,0.000000,2.343741,0,0,reference,
345,11.511512,1,775.000,306.000,5.258237,0.000000,1.856304,0,0,reference,
346,11.544878,1,771.000,305.000,5.195899,0.000000,1.868277,0,0,reference,
347,11.578245,1,767.000,306.000,5.124031,0.000000,2.153888,0,0,reference,
348,11.611612,1,763.000,308.000,5.048298,0.000000,2.269718,0,0,reference,
349,11.644978,1,760.000,309.000,4.994138,0.000000,1.623171,0,0,reference,
350,11.678345,1,757.000,311.000,4.936389,0.000000,1.730733,0,0,reference,
351,11.711712,0,,,,,0.000000,1,0,missing,
352,11.745078,1,754.000,322.000,4.846897,0.000000,1.341045,0,0,reference,
353,11.778445,1,753.000,325.000,4.820599,0.000000,0.788155,0,0,reference,
354,11.811812,1,750.000,331.000,4.753758,0.000000,2.003218,0,0,reference,
355,11.845179,1,749.000,336.000,4.722848,0.000000,0.926363,0,0,reference,
356,11.878545,1,749.000,345.000,4.696350,0.000000,0.794149,0,0,reference,
357,11.911912,1,745.000,349.000,4.625647,0.000000,2.118980,0,0,reference,
358,11.945279,1,717.000,338.000,4.227042,0.000000,11.946184,0,0,reference,
359,11.978645,0,,,,,0.000000,1,0,missing,
360,12.012012,1,696.000,324.000,3.915384,0.000000,4.670193,0,0,reference,
361,12.045379,1,681.000,316.000,3.676252,0.000000,7.166796,0,0,reference,
362,12.078745,1,667.000,314.000,3.445756,0.000000,6.907960,0,0,reference,
363,12.112112,1,651.000,311.000,3.177607,0.000000,8.036431,0,0,reference,
364,12.145479,1,638.000,308.000,2.954679,0.000000,6.681142,0,0,reference,
365,12.178846,1,627.000,308.000,2.769633,0.000000,5.545833,0,0,reference,
366,12.212212,1,617.000,308.000,2.601295,0.000000,5.045080,0,0,reference,
